cX,cY,cZ,nX,nY,nZ
2.9168047123403764,-0.883548427912024,-1.6621620278035902,0.13541698513603834,0.4027234015035165,-0.9052491933264031
-0.7968503387729896,3.365460255378897,0.7632923914086972,0.2534877366546934,0.25832918361692175,-0.9322070586825094
1.1209612607462178,0.9141288517339391,-1.4468709913909577,-0.430867745633958,-0.34187922508107743,0.8351476403787972
-0.31120201485093707,1.282247752296449,0.2844360204377664,0.28003174755422877,0.15495441663354434,-0.947402421955677
-1.3487358940138252,1.6597632219217278,0.02925879763583901,-0.04441844898154102,0.015479903647988515,-0.998893074344358
1.0072926580694495,1.7195332016746567,1.4293833086728829,0.03354780419609786,-0.8694706693204535,0.4928440930203617
0.7350533117288969,-1.535467663105694,-0.5644440080592658,-0.065172029342208,0.2440701417975029,0.9675651773779197
-0.43308314544141363,0.15093264298823383,2.683987450063447,-0.261189721547864,0.09057040524290043,-0.961029100002641
-0.07916015742437191,0.06052297228424098,-2.1086308051654843,-0.11488649590202427,0.11526448295402843,-0.9866687346970586
0.2917216129851758,0.7137425487490223,-2.025833411475657,0.9020308825470154,-0.19850973326898497,0.38331993520938756
