cX,cY,cZ,nX,nY,nZ
1.2924089689309872,-2.211967595922938,-0.15830679640254017,0.0,0.0,1.0
-0.6743115672563876,-0.7921982756239637,-1.7562816270297719,0.38382996211070947,0.8975712472276978,-0.2168880271850119
0.0082478792619072,0.09183940190663491,-3.5332983385296948,-0.5706959712420407,-0.6933168619399827,-0.44002026925790466
3.4934645885580515,0.025008471475163614,-1.5260128365045955,0.5520918132714179,0.8232478849765279,-0.13212702070489343
1.522081684735965e-16,-4.1881932381687573e-16,1.8193806580388274,-0.09423014108912423,-0.9901245504117032,0.10379814633386468
-0.030692337614371405,-1.0437043556397145,-1.1046372868837602,-8.790801687285889e-17,-2.2861008699520556e-16,1.0
-1.312229236782067,0.47364221155353137,-1.0381650728832943,0.33238126902564746,-0.5219052832539841,-0.7855810380301187
0.008049062390815301,-0.017433264579320023,-3.772202552863764,0.3544962150027843,-0.8894412583795573,-0.2884903489562334
0.02619994145909682,0.012533550182330426,2.9258913256573655,-0.8052158798114192,0.24760008427984775,0.5388149823122353
-1.7173785666948047,2.6679388010496394,0.58192698859951,0.25503111140945534,0.510385581108779,0.8212586016654632
