Energy,proton,alpha,Li7,Be9,B11,C12,N14,O16,F19,Ne20,Na23,Mg24,Al27,Si28,P29,S32,Cl35,Ar38,K39,Ca40,Sc43,Ti47,V49,Cr52,Mn54,Fe56,Co57,Ni58
6.404004e+01,8.250852e+00,3.707027e+00,1.533006e-02,6.795769e-03,3.133536e-02,9.942326e-02,2.746139e-02,9.333768e-02,1.860374e-03,1.588988e-02,3.405966e-03,2.114393e-02,3.383336e-03,1.555333e-02,5.027061e-04,2.757449e-03,5.752537e-04,1.158308e-03,9.536862e-04,2.824507e-03,5.573664e-04,2.002012e-03,9.131829e-04,1.768953e-03,1.117416e-03,1.290427e-02,8.140021e-05,6.556592e-04
7.429640e+01,9.776752e+00,4.304163e+00,1.781413e-02,7.903329e-03,3.617749e-02,1.151959e-01,3.191549e-02,1.084049e-01,2.160958e-03,1.839124e-02,3.940367e-03,2.444070e-02,3.921671e-03,1.799044e-02,5.854504e-04,3.206445e-03,6.698221e-04,1.338522e-03,1.107620e-03,3.254162e-03,6.472290e-04,2.316523e-03,1.058836e-03,2.049631e-03,1.291045e-03,1.488278e-02,9.377548e-05,7.579834e-04
8.619536e+01,1.156927e+01,4.962697e+00,2.061055e-02,9.153606e-03,4.151489e-02,1.325587e-01,3.684710e-02,1.250546e-01,2.496411e-03,2.113908e-02,4.524054e-03,2.804248e-02,4.515336e-03,2.065595e-02,6.790633e-04,3.704856e-03,7.762458e-04,1.540196e-03,1.279331e-03,3.718446e-03,7.466387e-04,2.661302e-03,1.219161e-03,2.358522e-03,1.481219e-03,1.701797e-02,1.070575e-04,8.685191e-04
1.000000e+02,1.365850e+01,5.673484e+00,2.371678e-02,1.054716e-02,4.729444e-02,1.512803e-01,4.219636e-02,1.430738e-01,2.864556e-03,2.409542e-02,5.147036e-03,3.189079e-02,5.156881e-03,2.350713e-02,7.836339e-04,4.247320e-03,8.942398e-04,1.763129e-03,1.467666e-03,4.207945e-03,8.543891e-04,3.031128e-03,1.391884e-03,2.691410e-03,1.685211e-03,1.926328e-02,1.209252e-04,9.847133e-04
1.160155e+02,1.606797e+01,6.421171e+00,2.711176e-02,1.207665e-02,5.342138e-02,1.709753e-01,4.785736e-02,1.620964e-01,3.260518e-03,2.719822e-02,5.793910e-03,3.589496e-02,5.833606e-03,2.647733e-02,8.986524e-04,4.823972e-03,1.022723e-03,2.005929e-03,1.670083e-03,4.709131e-03,9.683510e-04,3.417627e-03,1.573231e-03,3.041277e-03,1.898666e-03,2.155264e-02,1.349354e-04,1.102940e-03
1.345960e+02,1.880904e+01,7.183850e+00,3.075070e-02,1.372446e-02,5.975401e-02,1.910952e-01,5.367408e-02,1.815924e-01,3.676255e-03,3.036011e-02,6.443838e-03,3.993166e-02,6.527174e-03,2.947565e-02,1.022824e-03,5.419993e-03,1.159624e-03,2.265672e-03,1.882409e-03,5.204566e-03,1.085387e-03,3.809125e-03,1.757835e-03,3.398130e-03,2.115526e-03,2.380197e-02,1.485373e-04,1.218605e-03
1.561523e+02,2.187432e+01,7.933460e+00,3.456049e-02,1.546046e-02,6.610180e-02,2.109364e-01,5.944164e-02,2.008749e-01,4.100283e-03,3.346987e-02,7.071201e-03,4.384830e-02,7.213798e-03,3.238950e-02,1.153895e-03,6.015660e-03,1.301735e-03,2.537560e-03,2.098705e-03,5.673658e-03,1.201366e-03,4.190867e-03,1.938819e-03,3.749135e-03,2.328133e-03,2.591348e-02,1.611042e-04,1.326411e-03
1.811609e+02,2.523070e+01,8.637111e+00,3.843662e-02,1.724038e-02,7.222841e-02,2.296706e-01,6.491440e-02,2.191307e-01,4.517742e-03,3.639718e-02,7.647038e-03,4.747095e-02,7.865156e-03,3.509049e-02,1.288527e-03,6.587049e-03,1.444646e-03,2.814658e-03,2.311302e-03,6.093963e-03,1.311317e-03,4.545694e-03,2.108104e-03,4.079160e-03,2.527554e-03,2.778261e-02,1.719826e-04,1.420776e-03
2.101748e+02,2.881339e+01,9.259322e+00,4.224277e-02,1.900528e-02,7.786094e-02,2.463960e-01,6.982115e-02,2.354723e-01,4.910883e-03,3.900084e-02,8.141194e-03,5.061645e-02,8.450088e-03,3.744353e-02,1.422255e-03,7.107432e-03,1.582814e-03,3.087780e-03,2.511060e-03,6.442964e-03,1.409721e-03,4.855175e-03,2.256936e-03,4.371723e-03,2.704132e-03,2.930700e-02,1.805514e-04,1.496350e-03
2.438354e+02,3.252207e+01,9.764970e+00,4.581399e-02,2.068253e-02,8.270554e-02,2.602070e-01,7.388647e-02,2.490090e-01,5.260028e-03,4.113960e-02,8.524945e-03,5.310762e-02,8.936931e-03,3.931804e-02,1.549564e-03,7.549282e-03,1.709782e-03,3.345597e-03,2.687866e-03,6.700096e-03,1.490939e-03,5.101096e-03,2.376599e-03,4.610283e-03,2.848216e-03,3.039628e-02,1.862842e-04,1.548564e-03
2.828869e+02,3.622116e+01,1.012263e+01,4.896464e-02,2.218888e-02,8.646929e-02,2.702760e-01,7.685624e-02,2.589291e-01,5.544996e-03,4.268480e-02,8.773814e-03,5.478992e-02,9.296325e-03,4.060023e-02,1.664130e-03,7.886710e-03,1.818577e-03,3.575068e-03,2.831375e-03,6.848778e-03,1.549731e-03,5.267193e-03,2.459250e-03,4.779760e-03,2.951011e-03,3.098129e-02,1.888050e-04,1.574117e-03
3.281928e+02,3.974498e+01,1.030786e+01,5.150103e-02,2.343574e-02,8.888666e-02,2.759343e-01,7.852378e-02,2.645815e-01,5.746870e-03,4.353303e-02,8.870143e-03,5.554714e-02,9.504097e-03,4.120461e-02,1.759222e-03,8.097999e-03,1.902267e-03,3.762239e-03,2.931925e-03,6.878155e-03,1.581796e-03,5.340863e-03,2.498743e-03,4.868077e-03,3.005447e-03,3.102138e-02,1.879283e-04,1.571331e-03
3.807546e+02,4.290850e+01,1.030583e+01,5.323867e-02,2.433660e-02,8.974772e-02,2.767439e-01,7.875291e-02,2.655455e-01,5.849948e-03,4.361717e-02,8.805053e-03,5.531409e-02,9.543865e-03,4.108303e-02,1.828271e-03,8.167903e-03,1.954626e-03,3.893416e-03,2.981545e-03,6.784292e-03,1.584269e-03,5.314634e-03,2.491345e-03,4.867511e-03,3.006937e-03,3.050862e-02,1.836781e-04,1.540309e-03
4.417345e+02,4.552301e+01,1.011315e+01,5.402227e-02,2.481602e-02,8.892445e-02,2.725478e-01,7.749440e-02,2.616782e-01,5.843594e-03,4.291416e-02,8.579502e-03,5.408424e-02,9.408956e-03,4.023014e-02,1.865555e-03,8.089352e-03,1.970850e-03,3.956628e-03,2.974908e-03,6.570645e-03,1.556087e-03,5.187156e-03,2.436218e-03,4.775654e-03,2.953930e-03,2.946844e-02,1.762830e-04,1.482884e-03
5.124806e+02,4.741483e+01,9.738246e+00,5.374604e-02,2.481905e-02,8.639089e-02,2.634912e-01,7.479312e-02,2.531318e-01,5.723724e-03,4.144837e-02,8.204263e-03,5.191125e-02,9.103349e-03,3.868421e-02,1.866904e-03,7.864317e-03,1.948190e-03,3.943216e-03,2.910087e-03,6.247754e-03,1.498166e-03,4.963542e-03,2.335588e-03,4.595816e-03,2.848163e-03,2.795659e-02,1.661494e-04,1.402381e-03
5.945571e+02,4.844462e+01,9.200578e+00,5.237093e-02,2.431958e-02,8.223322e-02,2.500116e-01,7.078465e-02,2.403394e-01,5.493637e-03,3.928988e-02,7.698857e-03,4.890406e-02,8.641478e-03,3.652348e-02,1.830334e-03,7.503686e-03,1.886419e-03,3.849259e-03,2.788974e-03,5.832197e-03,1.413354e-03,4.654989e-03,2.194570e-03,4.336807e-03,2.694569e-03,2.605321e-02,1.538174e-04,1.303237e-03
6.897785e+02,4.852401e+01,8.528654e+00,4.993507e-02,2.332604e-02,7.664698e-02,2.327970e-01,6.568198e-02,2.239713e-01,5.164029e-03,3.654801e-02,7.089601e-03,4.521645e-02,8.046915e-03,3.385843e-02,1.756465e-03,7.026199e-03,1.788018e-03,3.676565e-03,2.617266e-03,5.344989e-03,1.306166e-03,4.277722e-03,2.020673e-03,4.012107e-03,2.500841e-03,2.385479e-02,1.399080e-04,1.190544e-03
8.002502e+02,4.762702e+01,7.757187e+00,4.655481e-02,2.188295e-02,6.992080e-02,2.127203e-01,5.975413e-02,2.048685e-01,4.752105e-03,3.336101e-02,6.407076e-03,4.103241e-02,7.350113e-03,3.082133e-02,1.648636e-03,6.456594e-03,1.658030e-03,3.432939e-03,2.403989e-03,4.809637e-03,1.182333e-03,3.851406e-03,1.823052e-03,3.638564e-03,2.276714e-03,2.146538e-02,1.250668e-04,1.069587e-03
9.284145e+02,4.579402e+01,6.923836e+00,4.241502e-02,2.006771e-02,6.240836e-02,1.907581e-01,5.330012e-02,1.839641e-01,4.279902e-03,2.988322e-02,5.683359e-03,3.654950e-02,6.585530e-03,2.755435e-02,1.512654e-03,5.823242e-03,1.503585e-03,3.131604e-03,2.160605e-03,4.250122e-03,1.048234e-03,3.397259e-03,1.611621e-03,3.234775e-03,2.033071e-03,1.898804e-02,1.099139e-04,9.454289e-04
1.077105e+03,4.312775e+01,6.065952e+00,3.774966e-02,1.798259e-02,5.449265e-02,1.679052e-01,4.662175e-02,1.622019e-01,3.772058e-03,2.627159e-02,4.949389e-03,3.196225e-02,5.788530e-03,2.419781e-02,1.356199e-03,5.155603e-03,1.333151e-03,2.789783e-03,1.899852e-03,3.689046e-03,9.102955e-04,2.936130e-03,1.396156e-03,2.819409e-03,1.780968e-03,1.651758e-02,9.500230e-05,8.225866e-04
1.249609e+03,3.978203e+01,5.217722e+00,3.281573e-02,1.574346e-02,4.654806e-02,1.450949e-01,3.999885e-02,1.404631e-01,3.253365e-03,2.267315e-02,4.232742e-03,2.744764e-02,4.992474e-03,2.088000e-02,1.187976e-03,4.481824e-03,1.155645e-03,2.426711e-03,1.634470e-03,3.146133e-03,7.744388e-04,2.486791e-03,1.185497e-03,2.409673e-03,1.530741e-03,1.413505e-02,8.078995e-05,7.048117e-04
1.449741e+03,3.594505e+01,4.407994e+00,2.786517e-02,1.346698e-02,3.890648e-02,1.231354e-01,3.366977e-02,1.195087e-01,2.746494e-03,1.921487e-02,3.556039e-03,2.315408e-02,4.226318e-03,1.770936e-02,1.016757e-03,3.826751e-03,9.795341e-04,2.061428e-03,1.376028e-03,2.637205e-03,6.456449e-04,2.064650e-03,9.869437e-04,2.020096e-03,1.291265e-03,1.190435e-02,6.762414e-05,5.949779e-04
1.681924e+03,3.182006e+01,3.658957e+00,2.311986e-02,1.125872e-02,3.183209e-02,1.026666e-01,2.781882e-02,9.994098e-02,2.270215e-03,1.599688e-02,2.936068e-03,1.919473e-02,3.512996e-03,1.476967e-02,8.504972e-04,3.210534e-03,8.120827e-04,1.710776e-03,1.134025e-03,2.173684e-03,5.276806e-04,1.681013e-03,8.059045e-04,1.661773e-03,1.069470e-03,9.870952e-03,5.573888e-05,4.950652e-04
1.951293e+03,2.760602e+01,2.985624e+00,1.875329e-02,9.203953e-03,2.550767e-02,8.413913e-02,2.257102e-02,8.218596e-02,1.838289e-03,1.308923e-02,2.383573e-03,1.564505e-02,2.868608e-03,1.211824e-02,6.956391e-04,2.647879e-03,6.588349e-04,1.387942e-03,9.153353e-04,1.762556e-03,4.229929e-04,1.342861e-03,6.457853e-04,1.342055e-03,8.701135e-04,8.062304e-03,4.526138e-05,4.062147e-04
2.263803e+03,2.348130e+01,2.396126e+00,1.488160e-02,7.362600e-03,2.003308e-02,6.781587e-02,1.799374e-02,6.649572e-02,1.459142e-03,1.053222e-02,1.903669e-03,1.254452e-02,2.302454e-03,9.786858e-03,5.567292e-04,2.147962e-03,5.233958e-04,1.101729e-03,7.240721e-04,1.406764e-03,3.327660e-04,1.053151e-03,5.081152e-04,1.064688e-03,6.958153e-04,6.489700e-03,3.622648e-05,3.288387e-04
2.626364e+03,1.959168e+01,1.892534e+00,1.156344e-02,5.768171e-03,1.543349e-02,5.379036e-02,1.410354e-02,5.296528e-02,1.136195e-03,8.339363e-03,1.496651e-03,9.901175e-03,1.817694e-03,7.784718e-03,4.363349e-04,1.714851e-03,4.074797e-04,8.565541e-04,5.617792e-04,1.105847e-03,2.570923e-04,8.114351e-04,3.928258e-04,8.302724e-04,5.472907e-04,5.150998e-03,2.859459e-05,2.627564e-04
3.046990e+03,1.604381e+01,1.472069e+00,8.807202e-03,4.430341e-03,1.167454e-02,4.201681e-02,1.087632e-02,4.156011e-02,8.686869e-04,6.502261e-03,1.159070e-03,7.697972e-03,1.412467e-03,6.102753e-03,3.352290e-04,1.348310e-03,3.111747e-04,6.530189e-04,4.278780e-04,8.567524e-04,1.952195e-04,6.147004e-04,2.986292e-04,6.369325e-04,4.237195e-04,4.033799e-03,2.227146e-05,2.073418e-04
3.534981e+03,1.290392e+01,1.128438e+00,6.582622e-03,3.339784e-03,8.680257e-03,3.234588e-02,8.258892e-03,3.214844e-02,6.527569e-04,4.996349e-03,8.848614e-04,5.899968e-03,1.081208e-03,4.718479e-03,2.527477e-04,1.044803e-03,2.333294e-04,4.888159e-04,3.202378e-04,6.546586e-04,1.458185e-04,4.582403e-04,2.234187e-04,4.810592e-04,3.231721e-04,3.118642e-03,1.712715e-05,1.616648e-04
4.101127e+03,1.020096e+01,8.531560e-01,4.833931e-03,2.474037e-03,6.350799e-03,2.456099e-02,6.180315e-03,2.453417e-02,4.825807e-04,3.786676e-03,6.664312e-04,4.461228e-03,8.159843e-04,3.600820e-03,1.872282e-04,7.985442e-04,1.719804e-04,3.597477e-04,2.357662e-04,4.937491e-04,1.072398e-04,3.364670e-04,1.646447e-04,3.580289e-04,2.430333e-04,2.381958e-03,1.301288e-05,1.246189e-04
4.757944e+03,7.932723e+00,6.367001e-01,3.492160e-03,1.803210e-03,4.577516e-03,1.841086e-02,4.561741e-03,1.848670e-02,3.513921e-04,2.833072e-03,4.955697e-04,3.330847e-03,6.076905e-04,2.714373e-03,1.364364e-04,6.024775e-04,1.247480e-04,2.606635e-04,1.709330e-04,3.678562e-04,7.772709e-05,2.435732e-04,1.196253e-04,2.628168e-04,1.803734e-04,1.798555e-03,9.774847e-06,9.502813e-05
5.519954e+03,6.073633e+00,4.694221e-01,2.485075e-03,1.294771e-03,3.254209e-03,1.363594e-02,3.324122e-03,1.376523e-02,2.522908e-04,2.094296e-03,3.641579e-04,2.457678e-03,4.470008e-04,2.022845e-03,9.792910e-05,4.490854e-04,8.915500e-05,1.862024e-04,1.221787e-04,2.709496e-04,5.557681e-05,1.740139e-04,8.577558e-05,1.904652e-04,1.322396e-04,1.343537e-03,7.264429e-06,7.172847e-05
6.404004e+03,4.582716e+00,3.422067e-01,1.744184e-03,9.170567e-04,2.284441e-03,9.987697e-03,2.393603e-03,1.013704e-02,1.788066e-04,1.531055e-03,2.646566e-04,1.793678e-03,3.250583e-04,1.491565e-03,6.932050e-05,3.310085e-04,6.285354e-05,1.313081e-04,8.619484e-05,1.974700e-04,3.924259e-05,1.228118e-04,6.075661e-05,1.364028e-04,9.586120e-05,9.936504e-04,5.345194e-06,5.362704e-05
7.429640e+03,3.410849e+00,2.468799e-01,1.208915e-03,6.414966e-04,1.585353e-03,7.241021e-03,1.704743e-03,7.389421e-03,1.252327e-04,1.107913e-03,1.903957e-04,1.295961e-03,2.339061e-04,1.089106e-03,4.845243e-05,2.414620e-04,4.376159e-05,9.152804e-05,6.008532e-05,1.425211e-04,2.739059e-05,8.570963e-05,4.255360e-05,9.662536e-05,6.877375e-05,7.281170e-04,3.896864e-06,3.973901e-05
8.619536e+03,2.506642e+00,1.764119e-01,8.284605e-04,4.437161e-04,1.088826e-03,5.200773e-03,1.201978e-03,5.336380e-03,8.677018e-05,7.942638e-04,1.357007e-04,9.277689e-04,1.667026e-04,7.881401e-04,3.348041e-05,1.744741e-04,3.012515e-05,6.313903e-05,4.143126e-05,1.019486e-04,1.891711e-05,5.920734e-05,2.949911e-05,6.776848e-05,4.887630e-05,5.290250e-04,2.816929e-06,2.920670e-05
1.000000e+04,1.820700e+00,1.249623e-01,5.619744e-04,3.038226e-04,7.408455e-04,3.703713e-03,8.397546e-04,3.820998e-03,5.953721e-05,5.645973e-04,9.589956e-05,6.586422e-04,1.177728e-04,5.657049e-04,2.289707e-05,1.249827e-04,2.052631e-05,4.315311e-05,2.828868e-05,7.233602e-05,1.294000e-05,4.052165e-05,2.025888e-05,4.710080e-05,3.443915e-05,3.813961e-04,2.020501e-06,2.130442e-05
1.160155e+04,1.308344e+00,8.781951e-02,3.777416e-04,2.061579e-04,4.998701e-04,2.617346e-03,5.818362e-04,2.714843e-03,4.049449e-05,3.982742e-04,6.725234e-05,4.640536e-04,8.254938e-05,4.030545e-04,1.551483e-05,8.882943e-05,1.385754e-05,2.925156e-05,1.914479e-05,5.094884e-05,8.774851e-06,2.750143e-05,1.379572e-05,3.246918e-05,2.407962e-05,2.730295e-04,1.439031e-06,1.543345e-05
1.345960e+04,9.310076e-01,6.127711e-02,2.518476e-04,1.387627e-04,3.347648e-04,1.836847e-03,4.001255e-04,1.915482e-03,2.732687e-05,2.790164e-04,4.683635e-05,3.247309e-04,5.745048e-05,2.852608e-04,1.042614e-05,6.268814e-05,9.278425e-06,1.968437e-05,1.285414e-05,3.564815e-05,5.904029e-06,1.852460e-05,9.323147e-06,2.221848e-05,1.671988e-05,1.942096e-04,1.018361e-06,1.111060e-05
1.561523e+04,6.566411e-01,4.248319e-02,1.667026e-04,9.273245e-05,2.227090e-04,1.281110e-03,2.733212e-04,1.343032e-03,1.831215e-05,1.942653e-04,3.241556e-05,2.258522e-04,3.972900e-05,2.006890e-04,6.955171e-06,4.395926e-05,6.166861e-06,1.316147e-05,8.569645e-06,2.479481e-05,3.944709e-06,1.239403e-05,6.257697e-06,1.510401e-05,1.153781e-05,1.373531e-04,7.165242e-07,7.953464e-06
1.811609e+04,4.594348e-01,2.928488e-02,1.096407e-04,6.157965e-05,1.472933e-04,8.885736e-04,1.855855e-04,9.363944e-04,1.219508e-05,1.345150e-04,2.231044e-05,1.562275e-04,2.731848e-05,1.404387e-04,4.609622e-06,3.065111e-05,4.072068e-06,8.750570e-06,5.677461e-06,1.715472e-05,2.619203e-06,8.242653e-06,4.174663e-06,1.020745e-05,7.918026e-06,9.664406e-05,5.015559e-07,5.664603e-06
2.101748e+04,3.191501e-01,2.008399e-02,7.170565e-05,4.066436e-05,9.691152e-05,6.132839e-04,1.253418e-04,6.496243e-04,8.076739e-06,9.268789e-05,1.527964e-05,1.075440e-04,1.869026e-05,9.781104e-05,3.037571e-06,2.126395e-05,2.673331e-06,5.789207e-06,3.740500e-06,1.181301e-05,1.729470e-06,5.452620e-06,2.769984e-06,6.862366e-06,5.407355e-06,6.768972e-05,3.494690e-07,4.016144e-06
2.438354e+04,2.202788e-01,1.371158e-02,4.666409e-05,2.672117e-05,6.347251e-05,4.214405e-04,8.425430e-05,4.486855e-04,5.323227e-06,6.359120e-05,1.041869e-05,7.371430e-05,1.273023e-05,6.783626e-05,1.991547e-06,1.468564e-05,1.746120e-06,3.813487e-06,2.452302e-06,8.100753e-06,1.136380e-06,3.590006e-06,1.829161e-06,4.592234e-06,3.676839e-06,4.721766e-05,2.425059e-07,2.835907e-06
2.828869e+04,1.511692e-01,9.323617e-03,3.023603e-05,1.748333e-05,4.140537e-05,2.884961e-04,5.639915e-05,3.086892e-04,3.493456e-06,4.346244e-05,7.076685e-06,5.033536e-05,8.636696e-06,4.687295e-05,1.299947e-06,1.010227e-05,1.135391e-06,2.502562e-06,1.600822e-06,5.534656e-06,7.434501e-07,2.353851e-06,1.202791e-06,3.060582e-06,2.490632e-06,3.281890e-05,1.676733e-07,1.995335e-06
3.281928e+04,1.032160e-01,6.317524e-03,1.951705e-05,1.139602e-05,2.691560e-05,1.968215e-04,3.761432e-05,2.116419e-04,2.284040e-06,2.960556e-05,4.790314e-06,3.425683e-05,5.839217e-06,3.228208e-05,8.452214e-07,6.925122e-06,7.353698e-07,1.636881e-06,1.041037e-06,3.769185e-06,4.845328e-07,1.537710e-06,7.879726e-07,2.032480e-06,1.681472e-06,2.273868e-05,1.155629e-07,1.399462e-06
3.807546e+04,7.015843e-02,4.267379e-03,1.255628e-05,7.403732e-06,1.744298e-05,1.338796e-04,2.500513e-05,1.446655e-04,1.488414e-06,2.010731e-05,3.232929e-06,2.324616e-05,3.935882e-06,2.216935e-05,5.476947e-07,4.732628e-06,4.746445e-07,1.067592e-06,6.747583e-07,2.559576e-06,3.147321e-07,1.001330e-06,5.145334e-07,1.345497e-06,1.131867e-06,1.571069e-05,7.942417e-08,9.787956e-07
4.417345e+04,4.749993e-02,2.874704e-03,8.054705e-06,4.796225e-06,1.127396e-05,9.082923e-05,1.657576e-05,9.862194e-05,9.671534e-07,1.362118e-05,2.176140e-06,1.573413e-05,2.645902e-06,1.518626e-05,3.538485e-07,3.225582e-06,3.054374e-07,6.945639e-07,4.360848e-07,1.733826e-06,2.038382e-07,6.502207e-07,3.350220e-07,8.882651e-07,7.599510e-07,1.082834e-05,5.445226e-08,6.828969e-07
5.124806e+04,3.204752e-02,1.931927e-03,5.153981e-06,3.099286e-06,7.269775e-06,6.148213e-05,1.096077e-05,6.707671e-05,6.268705e-07,9.206565e-06,1.461436e-06,1.062581e-05,1.774582e-06,1.037989e-05,2.280203e-07,2.193266e-06,1.960355e-07,4.509003e-07,2.811223e-07,1.171916e-06,1.316794e-07,4.211916e-07,2.175941e-07,5.850021e-07,5.090991e-07,7.447288e-06,3.725132e-08,4.754255e-07
5.945571e+04,2.155610e-02,1.295642e-03,3.290663e-06,1.998382e-06,4.678277e-06,4.153460e-05,7.232168e-06,4.552896e-05,4.054260e-07,6.210508e-06,9.794939e-07,7.161979e-06,1.187784e-06,7.081089e-06,1.466063e-07,1.488269e-06,1.255315e-07,2.921695e-07,1.808268e-07,7.906085e-07,8.487493e-08,2.722514e-07,1.410176e-07,3.844683e-07,3.403850e-07,5.112362e-06,2.543595e-08,3.303626e-07
6.897785e+04,1.446059e-02,8.673452e-04,2.096993e-06,1.286099e-06,3.005295e-06,2.801047e-05,4.762960e-06,3.084855e-05,2.617100e-07,4.182287e-06,6.553368e-07,4.819094e-06,7.936191e-07,4.822593e-06,9.407694e-08,1.008077e-06,8.022440e-08,1.890096e-07,1.160909e-07,5.324843e-07,5.460040e-08,1.756516e-07,9.121666e-08,2.522145e-07,2.271956e-07,3.503777e-06,1.733963e-08,2.291841e-07
8.002502e+04,9.678062e-03,5.797135e-04,1.334113e-06,8.263390e-07,1.927636e-06,1.886155e-05,3.131643e-06,2.086951e-05,1.686599e-07,2.812252e-06,4.377908e-07,3.237836e-06,5.294433e-07,3.279656e-06,6.026660e-08,6.817548e-07,5.118102e-08,1.221018e-07,7.440639e-08,3.581179e-07,3.506523e-08,1.131439e-07,5.890566e-08,1.651919e-07,1.514213e-07,2.397916e-06,1.180345e-08,1.587650e-07
9.284145e+04,6.464090e-03,3.869358e-04,8.475516e-07,5.301816e-07,1.234776e-06,1.268431e-05,2.056117e-06,1.409963e-05,1.085379e-07,1.888571e-06,2.920752e-07,2.172631e-06,3.527340e-07,2.227544e-06,3.855061e-08,4.604410e-07,3.260315e-08,7.878287e-08,4.762061e-08,2.405477e-07,2.248634e-08,7.277792e-08,3.798535e-08,1.080458e-07,1.007898e-07,1.639061e-06,8.024851e-09,1.098456e-07
1.077105e+05,4.309802e-03,2.579568e-04,5.377751e-07,3.397475e-07,7.900471e-07,8.520479e-06,1.348297e-06,9.514764e-06,6.976077e-08,1.266850e-06,1.946364e-07,1.456238e-06,2.347320e-07,1.511288e-06,2.462818e-08,3.106051e-07,2.074174e-08,5.077903e-08,3.043936e-08,1.614003e-07,1.440146e-08,4.675612e-08,2.446436e-08,7.058399e-08,6.701358e-08,1.119154e-06,5.449978e-09,7.591699e-08
1.249609e+05,2.869053e-03,1.717933e-04,3.408544e-07,2.174828e-07,5.049946e-07,5.717866e-06,8.831953e-07,6.414309e-06,4.478925e-08,8.489750e-07,1.295751e-07,9.751213e-07,1.560492e-07,1.024363e-06,1.571643e-08,2.093147e-07,1.318078e-08,3.269956e-08,1.943591e-08,1.081927e-07,9.213262e-09,3.000669e-08,1.573918e-08,4.606313e-08,4.451330e-08,7.634495e-07,3.697809e-09,5.241866e-08
1.449741e+05,1.907385e-03,1.143078e-04,2.158405e-07,1.390890e-07,3.225128e-07,3.833835e-06,5.779936e-07,4.320374e-06,2.872970e-08,5.684579e-07,8.618736e-08,6.524096e-07,1.036507e-07,6.937481e-07,1.001983e-08,1.409308e-07,8.367829e-09,2.104057e-08,1.239840e-08,7.246633e-08,5.888482e-09,1.923975e-08,1.011634e-08,3.003373e-08,2.954290e-08,5.203790e-07,2.506917e-09,3.616407e-08
1.681924e+05,1.266588e-03,7.599930e-05,1.365680e-07,8.888226e-08,2.058190e-07,2.568700e-06,3.779550e-07,2.907801e-06,1.841362e-08,3.803522e-07,5.728517e-08,4.361820e-07,6.879502e-08,4.695046e-07,6.382764e-09,9.481569e-08,5.307851e-09,1.352942e-08,7.902675e-09,4.850297e-08,3.760397e-09,1.232644e-08,6.497003e-09,1.956715e-08,1.959311e-08,3.544511e-07,1.698361e-09,2.493227e-08
1.951293e+05,8.402238e-04,5.049531e-05,8.635010e-08,5.675938e-08,1.312637e-07,1.719949e-06,2.469753e-07,1.955792e-06,1.179353e-08,2.543308e-07,3.805043e-08,2.914350e-07,4.563082e-08,3.175475e-07,4.062998e-09,6.374789e-08,3.364395e-09,8.694516e-09,5.033577e-09,3.244398e-08,2.399670e-09,7.891820e-09,4.169632e-09,1.273951e-08,1.298617e-08,2.412846e-07,1.149884e-09,1.717826e-08
2.263803e+05,5.568986e-04,3.353051e-05,5.456524e-08,3.622442e-08,8.366860e-08,1.151007e-06,1.612890e-07,1.314723e-06,7.548956e-09,1.699711e-07,2.526004e-08,1.946166e-07,3.024926e-08,2.146570e-07,2.584737e-09,4.283534e-08,2.131184e-09,5.584596e-09,3.204168e-09,2.169052e-08,1.530380e-09,5.049625e-09,2.674353e-09,8.289424e-09,8.602484e-09,1.641630e-07,7.781234e-10,1.182948e-08
2.626364e+05,3.688327e-04,2.225413e-05,3.446226e-08,2.310689e-08,5.330548e-08,7.698975e-07,1.052759e-07,8.833488e-07,4.829510e-09,1.135392e-07,1.676093e-08,1.299014e-07,2.004285e-08,1.450374e-07,1.643441e-09,2.876886e-08,1.349266e-09,3.585485e-09,2.038569e-09,1.449462e-08,9.754689e-10,3.229371e-09,1.714397e-09,5.391092e-09,5.695910e-09,1.116411e-07,5.263129e-10,8.142401e-09
3.046990e+05,2.441180e-04,1.476362e-05,2.175592e-08,1.473293e-08,3.394705e-08,5.147651e-07,6.868434e-08,5.932622e-07,3.088335e-09,7.581239e-08,1.111683e-08,8.667059e-08,1.327461e-08,9.795840e-08,1.044462e-09,1.931334e-08,8.538278e-10,2.301128e-09,1.296399e-09,9.682158e-09,6.214791e-10,2.064358e-09,1.098520e-09,3.504616e-09,3.769879e-09,7.589326e-08,3.558512e-10,5.602309e-09
3.534981e+05,1.614824e-04,9.790675e-06,1.372915e-08,9.390109e-09,2.161111e-08,3.440572e-07,4.479376e-08,3.982925e-07,1.974137e-09,5.060364e-08,7.370680e-09,5.780664e-08,8.788735e-09,6.613838e-08,6.635269e-10,1.296079e-08,5.400903e-10,1.476360e-09,8.241047e-10,6.465311e-09,3.957908e-10,1.319125e-09,7.036141e-10,2.277409e-09,2.494251e-09,5.157458e-08,2.405164e-10,3.853298e-09
