Energy,proton,alpha,Li7,Be9,B11,C12,N14,O16,F19,Ne20,Na23,Mg24,Al27,Si28,P29,S32,Cl35,Ar38,K39,Ca40,Sc43,Ti47,V49,Cr52,Mn54,Fe56,Co57,Ni58
9.284145e-02,4.194059e-03,2.236830e-03,1.029116e-05,4.542945e-06,2.166450e-05,6.228745e-05,1.659044e-05,5.656015e-05,1.193170e-06,1.007822e-05,2.109497e-06,1.337233e-05,2.122570e-06,9.744551e-06,3.281487e-07,1.668128e-06,3.652678e-07,8.799096e-07,6.121415e-07,1.804138e-06,3.417413e-07,1.263962e-06,5.628073e-07,1.106839e-06,7.258774e-07,7.980970e-06,5.000266e-08,3.868399e-07
1.077105e-01,5.068434e-03,2.690131e-03,1.236275e-05,5.458328e-06,2.599804e-05,7.486665e-05,1.995421e-05,6.802192e-05,1.434115e-06,1.211072e-05,2.535482e-06,1.606789e-05,2.551284e-06,1.171077e-05,3.944661e-07,2.006463e-06,4.392102e-07,1.054161e-06,7.357354e-07,2.167021e-06,4.109331e-07,1.518890e-06,6.766231e-07,1.330378e-06,8.718855e-07,9.590499e-06,6.008622e-08,4.651578e-07
1.249609e-01,6.120129e-03,3.232299e-03,1.483723e-05,6.551937e-06,3.116838e-05,8.990199e-05,2.397780e-05,8.173062e-05,1.722096e-06,1.453943e-05,3.044639e-06,1.928866e-05,3.063717e-06,1.406052e-05,4.737403e-07,2.411191e-06,5.276281e-07,1.261677e-06,8.834522e-07,2.600434e-06,4.936748e-07,1.823519e-06,8.126976e-07,1.597567e-06,1.046271e-06,1.151382e-05,7.213564e-08,5.588145e-07
1.449741e-01,7.382742e-03,3.879417e-03,1.778668e-05,7.855706e-06,3.732396e-05,1.078355e-04,2.878068e-05,9.809277e-05,2.065572e-06,1.743552e-05,3.651939e-06,2.312891e-05,3.674939e-06,1.686275e-05,5.683032e-07,2.894338e-06,6.331342e-07,1.508272e-06,1.059630e-06,3.117001e-06,5.924145e-07,2.186777e-06,9.750452e-07,1.916261e-06,1.254109e-06,1.380734e-05,8.650424e-08,6.705830e-07
1.681924e-01,8.896749e-03,4.650834e-03,2.129783e-05,9.408054e-06,4.464337e-05,1.291992e-04,3.450662e-05,1.175976e-04,2.474724e-06,2.088461e-05,4.375398e-06,2.770208e-05,4.403083e-06,2.020044e-05,6.809607e-07,3.470377e-06,7.588724e-07,1.800942e-06,1.269487e-06,3.731912e-06,7.100981e-07,2.619408e-06,1.168497e-06,2.295915e-06,1.501511e-06,1.653891e-05,1.036173e-07,8.038012e-07
1.951293e-01,1.071002e-02,5.569307e-03,2.547250e-05,1.125409e-05,5.333611e-05,1.546180e-04,4.132470e-05,1.408204e-04,2.961510e-06,2.498730e-05,5.236188e-06,3.314145e-05,5.269457e-06,2.417106e-05,8.150087e-07,4.156327e-06,9.085371e-07,2.147879e-06,1.519157e-06,4.463007e-06,8.501887e-07,3.134035e-06,1.398732e-06,2.747637e-06,1.795647e-06,1.978827e-05,1.239743e-07,9.623939e-07
2.263803e-01,1.287905e-02,6.661540e-03,3.043000e-05,1.344668e-05,6.364750e-05,1.848251e-04,4.943332e-05,1.684361e-04,3.539953e-06,2.986154e-05,6.259144e-06,3.960331e-05,6.299052e-06,2.888896e-05,9.743119e-07,4.972163e-06,1.086462e-06,2.558661e-06,1.815828e-06,5.331203e-06,1.016750e-06,3.745458e-06,1.672411e-06,3.284459e-06,2.144928e-06,2.364897e-05,1.481616e-07,1.150968e-06
2.626364e-01,1.547047e-02,7.958869e-03,3.631009e-05,1.604776e-05,7.586474e-05,2.206802e-04,5.906532e-05,2.012369e-04,4.226492e-06,3.564564e-05,7.473395e-06,4.727088e-05,7.521175e-06,3.448820e-05,1.163400e-06,5.941325e-06,1.297730e-06,3.044481e-06,2.167929e-06,6.361018e-06,1.214548e-06,4.471033e-06,1.997349e-06,3.921659e-06,2.559207e-06,2.823071e-05,1.768667e-07,1.374932e-06
3.046990e-01,1.856270e-02,9.498017e-03,4.327632e-05,1.912981e-05,9.032378e-05,2.631902e-04,7.049356e-05,2.401509e-04,5.040377e-06,4.250155e-05,8.913062e-06,5.635876e-05,8.970152e-06,4.112583e-05,1.387576e-06,7.091281e-06,1.548291e-06,3.618416e-06,2.585330e-06,7.581165e-06,1.449170e-06,5.331086e-06,2.382700e-06,4.677135e-06,3.050019e-06,3.366200e-05,2.108950e-07,1.640622e-06
3.534981e-01,2.224805e-02,1.132202e-02,5.152003e-05,2.277763e-05,1.074175e-04,3.135347e-04,8.403780e-05,2.862660e-04,6.004146e-06,5.061895e-05,1.061812e-05,6.711827e-05,1.068619e-05,4.898578e-05,1.653048e-06,8.454222e-06,1.845116e-06,4.295734e-06,3.079585e-06,9.025267e-06,1.727158e-06,6.349422e-06,2.839191e-06,5.571853e-06,3.630871e-06,4.009342e-05,2.511905e-07,1.955472e-06
4.101127e-01,2.663499e-02,1.348129e-02,6.126497e-05,2.709039e-05,1.276054e-04,3.730942e-04,1.000725e-04,3.408559e-04,7.144171e-06,6.021984e-05,1.263538e-05,7.984361e-05,1.271635e-05,5.828339e-05,1.967077e-06,1.006785e-05,2.196362e-06,5.094262e-06,3.664217e-06,1.073269e-05,2.056175e-06,7.553906e-06,3.379379e-06,6.630352e-06,4.317565e-06,4.770131e-05,2.988587e-07,2.328187e-06
4.757944e-01,3.185092e-02,1.603483e-02,7.277260e-05,3.218400e-05,1.514240e-04,4.434844e-04,1.190362e-04,4.054119e-04,8.491296e-06,7.156396e-05,1.501962e-05,9.487900e-05,1.511569e-05,6.927067e-05,2.338151e-06,1.197628e-05,2.611566e-06,6.034798e-06,4.355037e-06,1.274947e-05,2.445190e-06,8.977141e-06,4.017963e-06,7.881352e-06,5.128586e-06,5.669209e-05,3.551939e-07,2.768968e-06
5.519954e-01,3.804532e-02,1.905172e-02,8.634848e-05,3.819387e-05,1.795009e-04,5.265959e-04,1.414419e-04,4.816796e-04,1.008159e-05,8.495520e-05,1.783497e-05,1.126273e-04,1.794867e-05,8.224253e-05,2.776192e-06,1.423119e-05,3.101887e-06,7.141615e-06,5.170540e-06,1.512954e-05,2.904700e-06,1.065728e-05,4.772145e-06,9.358455e-06,6.085554e-06,6.730744e-05,4.217119e-07,3.289763e-06
6.404004e-01,4.539353e-02,2.261284e-02,1.023496e-04,4.527826e-05,2.125690e-04,6.246406e-04,1.678904e-04,5.717021e-04,1.195724e-05,1.007491e-04,2.115649e-05,1.335598e-04,2.129065e-05,9.754408e-05,3.292799e-06,1.689302e-05,3.680368e-06,8.443031e-06,6.132352e-06,1.793595e-05,3.446987e-06,1.263896e-05,5.662060e-06,1.110098e-05,7.213761e-06,7.983033e-05,5.001880e-07,3.904570e-06
7.429640e-01,5.410108e-02,2.681286e-02,1.211931e-04,5.362202e-05,2.514851e-04,7.402071e-04,1.990848e-04,6.778713e-04,1.416757e-05,1.193617e-04,2.507204e-05,1.582282e-04,2.522986e-05,1.155793e-04,3.901521e-06,2.003254e-05,4.362263e-06,9.972091e-06,7.265759e-06,2.124257e-05,4.086429e-06,1.497443e-05,6.711273e-06,1.315495e-05,8.542792e-06,9.459217e-05,5.927015e-07,4.629791e-06
8.619536e-01,6.440885e-02,3.176265e-02,1.433663e-04,6.344113e-05,2.972507e-04,8.763250e-04,2.358484e-04,8.029873e-04,1.677025e-05,1.412798e-04,2.968450e-05,1.872783e-04,2.986954e-05,1.368211e-04,4.618194e-06,2.373258e-05,5.165405e-06,1.176735e-05,8.600334e-06,2.513584e-05,4.839854e-06,1.772484e-05,7.947373e-06,1.557422e-05,1.010726e-05,1.119812e-04,7.016891e-07,5.484654e-06
1.000000e+00,7.659912e-02,3.759207e-02,1.694386e-04,7.498797e-05,3.510366e-04,1.036542e-03,2.791454e-04,9.503303e-04,1.983277e-05,1.670736e-04,3.511443e-05,2.214663e-04,3.533057e-05,1.618233e-04,5.461328e-06,2.809016e-05,6.110652e-06,1.387380e-05,1.017068e-05,2.971709e-05,5.726972e-06,2.096178e-05,9.402672e-06,1.842187e-05,1.194770e-05,1.324524e-04,8.300082e-07,6.491710e-06
1.160155e+00,9.100262e-02,4.445335e-02,2.000757e-04,8.855750e-05,4.142126e-04,1.225014e-03,3.301056e-04,1.123744e-03,2.343408e-05,1.974107e-04,4.150310e-05,2.616785e-04,4.175453e-05,1.912351e-04,6.452560e-06,3.321893e-05,7.222405e-06,1.634398e-05,1.201727e-05,3.510504e-05,6.770871e-06,2.476915e-05,1.111503e-05,2.177176e-05,1.411156e-05,1.565396e-04,9.810108e-07,7.677424e-06
1.345960e+00,1.080070e-01,5.252502e-02,2.360561e-04,1.044946e-04,4.883816e-04,1.446613e-03,3.900541e-04,1.327735e-03,2.766666e-05,2.330739e-04,4.901625e-05,3.089541e-04,4.930738e-05,2.258176e-04,7.617198e-06,3.925214e-05,8.529226e-06,1.923922e-05,1.418752e-05,4.143900e-05,7.998621e-06,2.924530e-05,1.312885e-05,2.571052e-05,1.665446e-05,1.848693e-04,1.158634e-06,9.072889e-06
1.561523e+00,1.280667e-01,6.201662e-02,2.782904e-04,1.232028e-04,5.754204e-04,1.707053e-03,4.605451e-04,1.567593e-03,3.263880e-05,2.749812e-04,5.784840e-05,3.645122e-04,5.818375e-05,2.664641e-04,8.984848e-06,4.634612e-05,1.006456e-05,2.263115e-05,1.673696e-05,4.888252e-05,9.441976e-06,3.450563e-05,1.549623e-05,3.033976e-05,1.964162e-05,2.181773e-04,1.367504e-06,1.071466e-05
1.811609e+00,1.517144e-01,7.317423e-02,3.278440e-04,1.451539e-04,6.775279e-04,2.013042e-03,5.434040e-04,1.849527e-03,3.847743e-05,3.242100e-04,6.822808e-05,4.297847e-04,6.861205e-05,3.142235e-04,1.059016e-05,5.468433e-05,1.186758e-05,2.660348e-05,1.973067e-05,5.762773e-05,1.113821e-05,4.068558e-05,1.827833e-05,3.577873e-05,2.314956e-05,2.573291e-04,1.613064e-06,1.264574e-05
2.101748e+00,1.795757e-01,8.628733e-02,3.859652e-04,1.709008e-04,7.972827e-04,2.372463e-03,6.407768e-04,2.180841e-03,4.533152e-05,3.820267e-04,8.042415e-05,5.064550e-04,8.086074e-05,3.703293e-04,1.247372e-05,6.448247e-05,1.398424e-05,3.125407e-05,2.324502e-05,6.790074e-05,1.313114e-05,4.794440e-05,2.154707e-05,4.216763e-05,2.726819e-05,3.033437e-04,1.901727e-06,1.491685e-05
2.438354e+00,2.123846e-01,1.016966e-01,4.541166e-04,2.010912e-04,9.377105e-04,2.794590e-03,7.551884e-04,2.570125e-03,5.337592e-05,4.499204e-04,9.475312e-05,5.965041e-04,9.524544e-05,4.362332e-04,1.468311e-05,7.599423e-05,1.646845e-05,3.669737e-05,2.736969e-05,7.996778e-05,1.547230e-05,5.646943e-05,2.538708e-05,4.967136e-05,3.210323e-05,3.574222e-04,2.241058e-06,1.758780e-05
2.828869e+00,2.510043e-01,1.198037e-01,5.340135e-04,2.364843e-04,1.102365e-03,3.290343e-03,8.896138e-04,3.027508e-03,6.281616e-05,5.296449e-04,1.115882e-04,7.022665e-04,1.121379e-04,5.136463e-04,1.727413e-05,8.951843e-05,1.938353e-05,4.306729e-05,3.221006e-05,9.414284e-05,1.822241e-05,6.648136e-05,2.989809e-05,5.848414e-05,3.777913e-05,4.209824e-04,2.639991e-06,2.072931e-05
3.281928e+00,2.964501e-01,1.410828e-01,6.276699e-04,2.779716e-04,1.295426e-03,3.872603e-03,1.047564e-03,3.564937e-03,7.389409e-05,6.232684e-04,1.313701e-04,8.264968e-04,1.319763e-04,6.045880e-04,2.031229e-05,1.054076e-04,2.280394e-05,5.052068e-05,3.789015e-05,1.107968e-04,2.145306e-05,7.824052e-05,3.519777e-05,6.883506e-05,4.444258e-05,4.957008e-04,3.109101e-06,2.442511e-05
3.807546e+00,3.499181e-01,1.660941e-01,7.374512e-04,3.265998e-04,1.521810e-03,4.556578e-03,1.233185e-03,4.196530e-03,8.689454e-05,7.332320e-04,1.546199e-04,9.724492e-04,1.552781e-04,7.114439e-04,2.387457e-05,1.240778e-04,2.681730e-05,5.924123e-05,4.455603e-05,1.303681e-04,2.524881e-05,9.205436e-05,4.142512e-05,8.099460e-05,5.226666e-05,5.835624e-04,3.660917e-06,2.877448e-05
4.417345e+00,4.128190e-01,1.955014e-01,8.661397e-04,3.835997e-04,1.787310e-03,5.360252e-03,1.451385e-03,4.938997e-03,1.021535e-04,8.624225e-04,1.819545e-04,1.143975e-03,1.826548e-04,8.370385e-04,2.805154e-05,1.460216e-04,3.152689e-05,6.944430e-05,5.237998e-05,1.533761e-04,2.970969e-05,1.082866e-04,4.874466e-05,9.528270e-05,6.145594e-05,6.869214e-04,4.310314e-06,3.389537e-05
5.124806e+00,4.868192e-01,2.300914e-01,1.017010e-03,4.504195e-04,2.098756e-03,6.304924e-03,1.707980e-03,5.812143e-03,1.200675e-04,1.014257e-03,2.141059e-04,1.345636e-03,2.148305e-04,9.847188e-04,3.294981e-05,1.718221e-04,3.705453e-05,8.138244e-05,6.156543e-05,1.804369e-04,3.495416e-05,1.273679e-04,5.735132e-05,1.120782e-04,7.225243e-05,8.085748e-04,5.074979e-06,3.992822e-05
5.945571e+00,5.738909e-01,2.707988e-01,1.193921e-03,5.287654e-04,2.464210e-03,7.415851e-03,2.009874e-03,6.839481e-03,1.411056e-04,1.192788e-03,2.519433e-04,1.582848e-03,2.526636e-04,1.158458e-03,3.869507e-05,2.021715e-04,4.354414e-05,9.535194e-05,7.235288e-05,2.122822e-04,4.112277e-05,1.498093e-04,6.747648e-05,1.318306e-04,8.494284e-05,9.518502e-04,5.975981e-06,4.704045e-05
6.897785e+00,6.763714e-01,3.187352e-01,1.401421e-03,6.206484e-04,2.893192e-03,8.723020e-03,2.365272e-03,8.048963e-03,1.658227e-04,1.402823e-03,2.965006e-04,1.862042e-03,2.971730e-04,1.362977e-03,4.543559e-05,2.378918e-04,5.116586e-05,1.117005e-04,8.502696e-05,2.497817e-04,4.838245e-05,1.762175e-04,7.939510e-05,1.550733e-04,9.986713e-05,1.120712e-03,7.038441e-06,5.543206e-05
8.002502e+00,7.970372e-01,3.752248e-01,1.644880e-03,7.284414e-04,3.396947e-03,1.026207e-02,2.783944e-03,9.473865e-03,1.948763e-04,1.650075e-03,3.490088e-04,2.190866e-03,3.495691e-04,1.603892e-03,5.334649e-05,2.799615e-04,6.012117e-05,1.308360e-04,9.992485e-05,2.939704e-04,5.693177e-05,2.073135e-04,9.343429e-05,1.824407e-04,1.174287e-04,1.319886e-03,8.292350e-06,6.534221e-05
9.284145e+00,9.391927e-01,4.418455e-01,1.930635e-03,8.549447e-04,3.988753e-03,1.207539e-02,3.277523e-03,1.115382e-02,2.290453e-04,1.941332e-03,4.109339e-04,2.578412e-03,4.112909e-04,1.887887e-03,6.263464e-05,3.295451e-04,7.064864e-05,1.532370e-04,1.174461e-04,3.460794e-04,6.700698e-05,2.439547e-04,1.099834e-04,2.146868e-04,1.381064e-04,1.555012e-03,9.773508e-06,7.705712e-05
1.077105e+01,1.106779e+00,5.204788e-01,2.266163e-03,1.003463e-03,4.684280e-03,1.421336e-02,3.859872e-03,1.313607e-02,2.692533e-04,2.284657e-03,4.840216e-04,3.035493e-03,4.840486e-04,2.222910e-03,7.354453e-05,3.880300e-04,8.303100e-05,1.794637e-04,1.380644e-04,4.075723e-04,7.888933e-05,2.871601e-04,1.295060e-04,2.527085e-04,1.624678e-04,1.832807e-03,1.152463e-05,9.091923e-05
1.249609e+01,1.304505e+00,6.133655e-01,2.660288e-03,1.177896e-03,5.501971e-03,1.673580e-02,4.547500e-03,1.547683e-02,3.165935e-04,2.689615e-03,5.703471e-04,3.574937e-03,5.698725e-04,2.618401e-03,8.636501e-05,4.570678e-04,9.760311e-05,2.101714e-04,1.623404e-04,4.801843e-04,9.291327e-05,3.381388e-04,1.525532e-04,2.975705e-04,1.911851e-04,2.161265e-03,1.359655e-05,1.073377e-04
1.449741e+01,1.538012e+00,7.231696e-01,3.123395e-03,1.382835e-03,6.463472e-03,1.971356e-02,5.360027e-03,1.824292e-02,3.723586e-04,3.167521e-03,6.723707e-04,4.211917e-03,6.711668e-04,3.085540e-03,1.014370e-04,5.386213e-04,1.147611e-04,2.461240e-04,1.909370e-04,5.659645e-04,1.094758e-04,3.983215e-04,1.797788e-04,3.505343e-04,2.250514e-04,2.549855e-03,1.604952e-05,1.267996e-04
1.681924e+01,1.814065e+00,8.530429e-01,3.667674e-03,1.623673e-03,7.594024e-03,2.323013e-02,6.320674e-03,2.151339e-02,4.380702e-04,3.731682e-03,7.929910e-04,4.964273e-03,7.907644e-04,3.637484e-03,1.191616e-04,6.350138e-04,1.349723e-04,2.882080e-04,2.246345e-04,6.673147e-04,1.290458e-04,4.693914e-04,2.119541e-04,4.130857e-04,2.649963e-04,3.009715e-03,1.895441e-05,1.498814e-04
1.951293e+01,2.140788e+00,1.006692e+00,4.307379e-03,1.906722e-03,8.922861e-03,2.738319e-02,7.456775e-03,2.538120e-02,5.155115e-04,4.397642e-03,9.355976e-04,5.852813e-03,9.319822e-04,4.289604e-03,1.400098e-04,7.489812e-04,1.587856e-04,3.374466e-04,2.643470e-04,7.870225e-04,1.521746e-04,5.533145e-04,2.499841e-04,4.869645e-04,3.121021e-04,3.553822e-03,2.239372e-05,1.772589e-04
2.263803e+01,2.527946e+00,1.188428e+00,5.059046e-03,2.239318e-03,1.048342e-02,3.228574e-02,8.800168e-03,2.995447e-02,6.067526e-04,5.183327e-03,1.104101e-03,6.901478e-03,1.098659e-03,5.059612e-03,1.645304e-04,8.837133e-04,1.868416e-04,3.950109e-04,3.111354e-04,9.282714e-04,1.795025e-04,6.523577e-04,2.949172e-04,5.741824e-04,3.676111e-04,4.197053e-03,2.646182e-05,2.097125e-04
2.626364e+01,2.987261e+00,1.403187e+00,5.941683e-03,2.629913e-03,1.231335e-02,3.806634e-02,1.038742e-02,3.535716e-02,7.141684e-04,6.109076e-03,1.302930e-03,8.137310e-03,1.295167e-03,5.967563e-03,1.933581e-04,1.042879e-03,2.198803e-04,4.622265e-04,3.662165e-04,1.094618e-03,2.117634e-04,7.690903e-04,3.479495e-04,6.770294e-04,4.329244e-04,4.956086e-03,3.126413e-05,2.481244e-04
3.046990e+01,3.532772e+00,1.656495e+00,6.976838e-03,3.088120e-03,1.445410e-02,4.486791e-02,1.225963e-02,4.172823e-02,8.404355e-04,7.197396e-03,1.536966e-03,9.590042e-03,1.526380e-03,7.035559e-03,2.272179e-04,1.230614e-03,2.587440e-04,5.405724e-04,4.309607e-04,1.289908e-03,2.497803e-04,9.063517e-04,4.104134e-04,7.980507e-04,5.095827e-04,5.849016e-03,3.691428e-05,2.934597e-04
3.534981e+01,4.181223e+00,1.954342e+00,8.188500e-03,3.624689e-03,1.694997e-02,5.284416e-02,1.446170e-02,4.921877e-02,9.884994e-04,8.472368e-03,1.811393e-03,1.129115e-02,1.797555e-03,8.287077e-03,2.669246e-04,1.451451e-03,3.043736e-04,6.316680e-04,5.068750e-04,1.518114e-03,2.944491e-04,1.067171e-03,4.837457e-04,9.399845e-04,5.992197e-04,6.894569e-03,4.352862e-05,3.467273e-04
4.101127e+01,4.952424e+00,2.302918e+00,9.602692e-03,4.251364e-03,1.984623e-02,6.215259e-02,1.704051e-02,5.798568e-02,1.161492e-03,9.958485e-03,2.131399e-03,1.327212e-02,2.114106e-03,9.745691e-03,3.133732e-04,1.710155e-03,3.577906e-04,7.372412e-04,5.955596e-04,1.783056e-03,3.467032e-04,1.254616e-03,5.694215e-04,1.105636e-03,7.034787e-04,8.110741e-03,5.121681e-05,4.089069e-04
4.757944e+01,5.869525e+00,2.708169e+00,1.124666e-02,4.980551e-03,2.318626e-02,7.294291e-02,2.004194e-02,6.818096e-02,1.362580e-03,1.167878e-02,2.501725e-03,1.556169e-02,2.481228e-03,1.143307e-02,3.675157e-04,2.011437e-03,4.200611e-04,8.590716e-04,6.986303e-04,2.087987e-03,4.074522e-04,1.471543e-03,6.688454e-04,1.297671e-03,8.238806e-04,9.512759e-03,6.006805e-05,4.808381e-04
5.519954e+01,6.959098e+00,3.175131e+00,1.314749e-02,5.824767e-03,2.700739e-02,8.534037e-02,2.350619e-02,7.993563e-02,1.594731e-03,1.365217e-02,2.926013e-03,1.818207e-02,2.903340e-03,1.336612e-02,4.303203e-04,2.359506e-03,4.922351e-04,9.989022e-04,8.175963e-04,2.435032e-03,4.774899e-04,1.720250e-03,7.831906e-04,1.518316e-03,9.616383e-04,1.111033e-02,7.013271e-05,5.630677e-04
