i,eV,x_0,y_0,z_0,v_x,v_y,v_z,hit_p
0,1.409017e+02,26.870545,29.174048,5.181576,-1.990080e+04,-2.167276e+04,-3.216658e+03,1.000000e+00
1,1.415068e+03,6.560039,33.207590,-21.312481,-1.317881e+04,-7.634078e+04,5.288667e+04,1.000000e+00
2,1.418586e+03,36.611246,-15.927045,-2.438420,-8.450193e+04,4.016619e+04,8.159028e+03,1.000000e+00
3,2.963079e+03,38.890084,8.583249,-3.726823,-1.321102e+05,-2.644028e+04,1.648087e+04,1.000000e+00
4,4.478945e+03,8.328295,0.403147,39.121311,-3.149995e+04,2.565514e+03,-1.638607e+05,1.000000e+00
5,4.980129e+03,-3.355282,-7.996811,-39.048599,1.856714e+04,3.835460e+04,1.707325e+05,1.000000e+00
6,5.236048e+03,-34.908278,-5.963445,-18.597028,1.561370e+05,3.027856e+04,8.521212e+04,1.000000e+00
7,7.178037e+03,-8.205438,-25.911711,-29.347130,4.675750e+04,1.366936e+05,1.541432e+05,1.000000e+00
8,7.292684e+03,32.801432,10.083033,20.552336,-1.762571e+05,-5.034205e+04,-1.083674e+05,1.000000e+00
9,1.100189e+04,1.468697,-36.444042,16.421777,-3.026970e+03,2.418234e+05,-9.959785e+04,1.000000e+00

Summary
Radius,10.000000m
Current,0.0000e+00A
Temperature,1.0000e+07K
Mass,2.0076e-26kg
Charge,9.6132e-19C
Dose expected value,4.6105e+03
Total,10
Seed,30003
