i,eV,x_0,y_0,z_0,v_x,v_y,v_z,hit_p,exp_eV
0,4.792074e+04,5.374109,5.834810,1.036315,-3.680652e+05,-3.996180e+05,-7.097578e+04,1.005970e+00,4.820685e+04
1,1.453095e+05,1.312008,6.641518,-4.262496,-1.564732e+05,-7.920834e+05,5.083555e+05,1.006115e+00,1.461980e+05
2,1.065412e+05,7.322249,-3.185409,-0.487684,-7.477558e+05,3.252973e+05,4.980281e+04,1.005926e+00,1.071725e+05
3,1.205778e+04,7.778017,1.716650,-0.745365,-2.672140e+05,-5.897555e+04,2.560702e+04,1.004079e+00,1.210696e+04
4,8.763384e+04,1.665659,0.080629,7.824262,-1.542690e+05,-7.467681e+03,-7.246627e+05,9.970098e-01,8.737180e+04
5,6.187721e+04,-0.671056,-1.599362,-7.809720,5.222530e+04,1.244712e+05,6.077954e+05,1.003820e+00,6.211356e+04
6,1.162453e+05,-6.981656,-1.192689,-3.719406,7.447367e+05,1.272247e+05,3.967509e+05,1.006113e+00,1.169559e+05
7,4.662381e+04,-1.641088,-5.182342,-5.869426,1.108644e+05,3.500955e+05,3.965118e+05,1.006412e+00,4.692273e+04
8,4.695334e+04,6.560286,2.016607,4.110467,-4.447466e+05,-1.367134e+05,-2.786641e+05,1.005935e+00,4.723201e+04
9,8.507833e+04,0.293739,-7.288808,3.284355,-2.680578e+04,6.651546e+05,-2.997203e+05,1.006102e+00,8.559750e+04
10,9.073058e+04,5.563296,-0.612415,-5.716177,-5.242828e+05,5.771370e+04,5.386902e+05,7.119747e-01,6.459788e+04
11,3.743560e+04,2.544165,1.250060,-7.480947,-1.540084e+05,-7.567108e+04,4.528512e+05,1.072143e+00,4.013630e+04
12,4.699521e+04,-7.351896,3.104337,0.559205,4.986350e+05,-2.105485e+05,-3.792755e+04,1.006012e+00,4.727776e+04
13,9.893423e+04,-0.622884,3.947690,6.930206,6.129671e+04,-3.884838e+05,-6.819869e+05,1.006387e+00,9.956617e+04
14,2.615716e+03,1.210798,-0.907235,7.855628,-1.937420e+04,1.451683e+04,-1.256993e+05,9.445544e-01,2.470686e+03
15,8.732590e+02,-6.738847,-0.191557,4.307116,6.230368e+04,1.771034e+03,-3.982123e+04,9.262837e-01,8.088856e+02
16,1.060605e+03,-2.248000,0.085118,7.677190,2.290497e+04,-8.672666e+02,-7.822323e+04,5.649751e-01,5.992154e+02
17,8.425056e+02,6.687549,3.341530,2.847957,-6.073094e+04,-3.034509e+04,-2.586285e+04,9.966643e-01,8.396952e+02
18,7.237532e+04,6.812767,-4.097687,0.891717,-5.734234e+05,3.448980e+05,-7.505487e+04,1.005948e+00,7.280584e+04
19,2.024793e+04,5.027028,1.636314,-6.004287,-2.237990e+05,-7.284730e+04,2.673057e+05,9.688166e-01,1.961653e+04
20,1.292811e+05,4.683261,4.704813,-4.464505,-5.268323e+05,-5.292568e+05,5.022239e+05,1.006009e+00,1.300579e+05
21,3.518222e+04,-4.172353,-4.417639,-5.203454,2.448495e+05,2.592438e+05,3.053584e+05,1.006352e+00,3.540568e+04
22,1.786658e+04,5.020097,-4.229411,4.572822,-2.099372e+05,1.768713e+05,-1.912325e+05,1.005955e+00,1.797297e+04
23,5.288417e+04,-3.708683,-0.310028,-7.081635,2.668328e+05,2.230590e+04,5.095103e+05,1.006655e+00,5.323609e+04
24,7.861823e+04,4.197759,-6.477876,2.101417,-3.682440e+05,5.682649e+05,-1.843446e+05,1.006050e+00,7.909386e+04
25,2.321377e+04,-4.164990,0.851143,6.777051,1.985379e+05,-4.057254e+04,-3.230503e+05,9.601314e-01,2.228827e+04
26,1.306156e+05,-0.746607,-0.360855,7.956907,8.442013e+04,4.080253e+04,-8.997015e+05,8.879268e-01,1.159771e+05
27,1.040937e+05,-5.686856,0.054309,-5.626431,5.740384e+05,-5.482057e+03,5.679390e+05,1.006189e+00,1.047379e+05
28,8.830303e+04,2.946127,-2.414342,-7.035005,-2.739024e+05,2.244621e+05,6.540467e+05,1.004911e+00,8.873667e+04
29,1.101518e+05,0.739100,3.100149,7.337766,-7.674600e+04,-3.219103e+05,-7.619320e+05,1.006435e+00,1.108606e+05
30,4.759612e+04,-1.186670,7.619905,2.128112,8.099761e+04,-5.201061e+05,-1.452569e+05,1.006094e+00,4.788620e+04
31,1.381285e+03,-1.367523,-5.301197,5.833283,1.590131e+04,6.164136e+04,-6.782836e+04,1.016707e+00,1.404363e+03
32,1.893921e+03,-2.925177,6.474259,-3.677949,3.982810e+04,-8.815108e+04,5.007756e+04,1.007463e+00,1.908055e+03
33,1.471624e+04,-3.138961,-6.819774,2.763622,1.191354e+05,2.588361e+05,-1.048899e+05,1.006205e+00,1.480755e+04
34,3.922735e+02,2.239337,2.983805,-7.076883,-1.387620e+04,-1.848934e+04,4.385237e+04,1.615741e+00,6.338124e+02
35,1.662126e+04,3.450468,-0.992849,7.149023,-1.391767e+05,4.004718e+04,-2.883602e+05,1.006959e+00,1.673692e+04
36,4.594834e+04,-6.581989,4.248959,-1.619805,4.414166e+05,-2.849535e+05,1.086311e+05,1.006087e+00,4.622804e+04
37,8.108493e+04,-0.972814,0.070325,-7.940320,8.666758e+04,-6.265265e+03,7.073994e+05,1.053642e+00,8.543447e+04
38,8.069026e+04,2.281723,6.986139,-3.160317,-2.027823e+05,-6.208753e+05,2.808651e+05,1.006094e+00,8.118195e+04
39,7.178565e+03,-2.697425,-3.774866,-6.517230,7.150308e+04,1.000638e+05,1.727581e+05,1.009361e+00,7.245765e+03
40,5.019007e+03,-4.715940,0.703502,6.423783,1.045283e+05,-1.559304e+04,-1.423824e+05,9.096401e-01,4.565489e+03
41,2.300394e+03,2.814009,-1.999630,7.216844,-4.222632e+04,3.000595e+04,-1.082942e+05,1.001642e+00,2.304171e+03
42,1.206481e+04,-2.377674,1.502366,-7.489297,8.170884e+04,-5.162885e+04,2.573699e+05,1.009571e+00,1.218028e+04
43,9.166740e+04,3.823259,6.212548,3.284347,-3.621577e+05,-5.884829e+05,-3.111094e+05,1.006064e+00,9.222326e+04
44,2.466247e+03,5.234348,5.945433,1.119563,-8.132751e+04,-9.237585e+04,-1.739497e+04,1.003812e+00,2.475650e+03
45,8.928010e+03,-1.628092,0.503105,-7.816406,4.812966e+04,-1.487279e+04,2.310687e+05,1.016459e+00,9.074955e+03
46,2.344869e+04,0.489114,2.204324,-7.674746,-2.343289e+04,-1.056066e+05,3.676883e+05,1.007897e+00,2.363386e+04
47,2.199694e+04,5.131721,-6.135392,-0.149679,-2.381226e+05,2.846951e+05,6.945409e+03,1.005854e+00,2.212571e+04
48,1.038803e+04,3.271781,-7.238734,0.946664,-1.043295e+05,2.308265e+05,-3.018692e+04,1.005916e+00,1.044949e+04
49,2.594622e+04,-2.812900,-3.100667,-6.817144,1.417581e+05,1.562603e+05,3.435549e+05,1.007125e+00,2.613110e+04
50,6.004456e+04,-0.337736,-1.090672,-7.918104,2.589233e+04,8.361562e+04,6.070362e+05,1.017968e+00,6.112342e+04
51,1.225955e+05,-1.954198,7.749167,-0.362658,2.140732e+05,-8.488849e+05,3.972753e+04,1.006089e+00,1.233420e+05
52,2.150871e+04,-2.594361,1.555754,-7.406006,1.190403e+05,-7.138463e+04,3.398191e+05,1.007888e+00,2.167838e+04
53,1.012789e+05,-0.791048,-6.182939,-5.014530,7.876234e+04,6.156175e+05,4.992824e+05,1.006175e+00,1.019042e+05
54,4.315167e-01,-0.129343,-0.461785,7.985614,2.658266e+01,9.490627e+01,-1.641208e+03,0.000000e+00,0.000000e+00
55,2.221681e+04,-1.607058,-0.254403,7.832793,7.494261e+04,1.186366e+04,-3.652700e+05,9.210240e-01,2.046221e+04
56,4.363760e+04,-6.710662,0.466956,-4.330008,4.385836e+05,-3.051847e+04,2.829930e+05,1.006193e+00,4.390784e+04
57,1.058081e+05,2.346184,-1.355214,-7.527205,-2.387690e+05,1.379189e+05,7.660369e+05,1.002576e+00,1.060807e+05
