i,eV,x_0,y_0,z_0,v_x,v_y,v_z,hit_p,exp_eV
0,4.114723e+00,5.374109,5.834810,1.036315,-5.885258e+03,-6.389777e+03,-1.134882e+03,0.000000e+00,0.000000e+00
1,5.937777e+00,1.312008,6.641518,-4.262496,-1.725985e+03,-8.737114e+03,5.607440e+03,0.000000e+00,0.000000e+00
2,1.074419e+01,7.322249,-3.185409,-0.487684,-1.295747e+04,5.636906e+03,8.630068e+02,0.000000e+00,0.000000e+00
3,1.295968e+01,7.778017,1.716650,-0.745365,-1.511662e+04,-3.336318e+03,1.448620e+03,0.000000e+00,0.000000e+00
4,1.706393e+01,1.665659,0.080629,7.824262,-3.714619e+03,-1.798131e+02,-1.744904e+04,0.000000e+00,0.000000e+00
5,1.939455e+01,-0.671056,-1.599362,-7.809720,1.595466e+03,3.802554e+03,1.856795e+04,1.910915e-01,3.706133e+00
6,2.123574e+01,-6.981656,-1.192689,-3.719406,1.736924e+04,2.967218e+03,9.253284e+03,1.241910e+00,2.637287e+01
7,2.191921e+01,-1.641088,-5.182342,-5.869426,4.147944e+03,1.309867e+04,1.483532e+04,0.000000e+00,0.000000e+00
8,2.751005e+01,6.560286,2.016607,4.110467,-1.857621e+04,-5.710256e+03,-1.163927e+04,0.000000e+00,0.000000e+00
9,2.876334e+01,0.293739,-7.288808,3.284355,-8.504929e+02,2.110401e+04,-9.509518e+03,0.000000e+00,0.000000e+00
10,3.009717e+01,5.563296,-0.612415,-5.716177,-1.647721e+04,1.813832e+03,1.693001e+04,0.000000e+00,0.000000e+00
11,3.090982e+01,2.544165,1.250060,-7.480947,-7.636286e+03,-3.752044e+03,2.245399e+04,0.000000e+00,0.000000e+00
12,3.824403e+01,-7.351896,3.104337,0.559205,2.454539e+04,-1.036429e+04,-1.866989e+03,0.000000e+00,0.000000e+00
13,4.049989e+01,-0.622884,3.947690,6.930206,2.140045e+03,-1.356309e+04,-2.381013e+04,0.000000e+00,0.000000e+00
14,4.147605e+01,1.210798,-0.907235,7.855628,-4.209778e+03,3.154331e+03,-2.731293e+04,0.000000e+00,0.000000e+00
15,4.275340e+01,-6.738847,-0.191557,4.307116,2.378809e+04,6.761965e+02,-1.520409e+04,0.000000e+00,0.000000e+00
16,4.329892e+01,-2.248000,0.085118,7.677190,7.985895e+03,-3.023754e+02,-2.727279e+04,0.000000e+00,0.000000e+00
17,4.420873e+01,6.687549,3.341530,2.847957,-2.400544e+04,-1.199467e+04,-1.022295e+04,0.000000e+00,0.000000e+00
18,4.470358e+01,6.812767,-4.097687,0.891717,-2.459141e+04,1.479104e+04,-3.218747e+03,0.000000e+00,0.000000e+00
19,4.480345e+01,5.027028,1.636314,-6.004287,-1.816585e+04,-5.913042e+03,2.169731e+04,0.000000e+00,0.000000e+00
20,4.529725e+01,4.683261,4.704813,-4.464505,-1.701661e+04,-1.709492e+04,1.622176e+04,0.000000e+00,0.000000e+00
21,4.696724e+01,-4.172353,-4.417639,-5.203454,1.543716e+04,1.634468e+04,1.925209e+04,7.406308e-02,3.478539e+00
22,4.757571e+01,5.020097,-4.229411,4.572822,-1.869362e+04,1.574930e+04,-1.702808e+04,0.000000e+00,0.000000e+00
23,4.877166e+01,-3.708683,-0.310028,-7.081635,1.398274e+04,1.168887e+03,2.669968e+04,1.145951e+00,5.588992e+01
24,4.883869e+01,4.197759,-6.477876,2.101417,-1.583756e+04,2.444012e+04,-7.928351e+03,0.000000e+00,0.000000e+00
25,4.887597e+01,-4.164990,0.851143,6.777051,1.571992e+04,-3.212470e+03,-2.557862e+04,0.000000e+00,0.000000e+00
26,4.918206e+01,-0.746607,-0.360855,7.956907,2.826727e+03,1.366233e+03,-3.012564e+04,0.000000e+00,0.000000e+00
27,4.928681e+01,-5.686856,0.054309,-5.626431,2.155392e+04,-2.058396e+02,2.132490e+04,1.080541e+00,5.325642e+01
