i,eV,x_0,y_0,z_0,v_x,v_y,v_z,hit_p
164,3.925692e+01,3.442712,0.487875,-7.204840,-2.329043e+04,-3.300542e+03,4.874175e+04,1.006086e+00
165,3.928699e+01,-2.965848,-5.778083,-4.670921,2.007206e+04,3.910451e+04,3.161154e+04,1.006086e+00
166,3.959705e+01,2.524196,6.615119,3.724062,-1.715036e+04,-4.494566e+04,-2.530271e+04,1.006086e+00
167,3.967425e+01,3.253195,3.968374,6.137486,-2.212499e+04,-2.698893e+04,-4.174106e+04,1.006086e+00
168,3.975152e+01,-0.566991,-0.340221,7.972626,3.859864e+03,2.316095e+03,-5.427464e+04,1.006086e+00
169,3.987599e+01,0.149098,-1.918530,7.765115,-1.016592e+03,1.308106e+04,-5.294467e+04,1.006086e+00
170,4.000065e+01,6.969729,-3.523550,1.734205,-4.759574e+04,2.406205e+04,-1.184275e+04,1.006086e+00
171,4.003100e+01,3.711637,-6.627020,-2.511247,-2.535609e+04,4.527257e+04,1.715562e+04,1.006086e+00
172,4.015590e+01,-3.856612,-0.470881,6.993198,2.638756e+04,3.221843e+03,-4.784859e+04,1.006086e+00
173,4.041984e+01,-7.107808,-3.585696,-0.788571,4.879234e+04,2.461441e+04,5.413237e+03,1.006086e+00
174,4.049989e+01,-3.936734,-6.856639,-1.220096,2.705090e+04,4.711475e+04,8.383777e+03,1.006086e+00
175,4.065611e+01,-3.844038,-6.785346,-1.783942,2.646484e+04,4.671471e+04,1.228181e+04,1.006086e+00
176,4.086033e+01,-7.462068,2.883449,-0.057170,5.150255e+04,-1.990132e+04,3.945802e+02,1.006086e+00
177,4.096945e+01,7.823438,1.576964,-0.554071,-5.406876e+04,-1.089860e+04,3.829257e+03,1.006086e+00
178,4.161902e+01,2.579255,0.577544,7.550754,-1.796631e+04,-4.023000e+03,-5.259627e+04,1.006086e+00
179,4.169816e+01,-7.122436,-2.405076,-2.736148,4.965988e+04,1.676895e+04,1.907729e+04,1.006086e+00
180,4.177738e+01,1.102864,-7.916546,0.334641,-7.696821e+03,5.524908e+04,-2.335442e+03,1.006086e+00
