i,eV,x_0,y_0,z_0,v_x,v_y,v_z,hit_p
26438,1.407619e+03,-6.374497,-0.215469,4.829012,1.291151e+05,4.364311e+03,-9.781143e+04,1.006086e+00
26439,1.407763e+03,5.174174,-2.667795,5.487330,-1.048080e+05,5.403883e+04,-1.111513e+05,1.006086e+00
26440,1.407763e+03,1.243204,0.631912,7.877508,-2.518233e+04,-1.280001e+04,-1.595667e+05,1.006086e+00
26441,1.407819e+03,-4.212168,0.268006,-6.796015,8.532333e+04,-5.428832e+03,1.376628e+05,1.006086e+00
26442,1.407891e+03,-7.648990,-2.314726,-0.367427,1.549449e+05,4.688919e+04,7.442942e+03,1.006086e+00
26443,1.407907e+03,-4.024742,6.756830,-1.465164,8.152930e+04,-1.368733e+05,2.967987e+04,1.006086e+00
26444,1.407963e+03,-0.117022,0.692402,7.969121,2.370572e+03,-1.402629e+04,-1.614339e+05,1.006086e+00
26445,1.407979e+03,-6.002717,-5.110794,-1.359109,1.216003e+05,1.035321e+05,2.753220e+04,1.006086e+00
26446,1.408123e+03,-4.088778,-6.600582,1.927228,8.283284e+04,1.337184e+05,-3.904291e+04,1.006086e+00
26447,1.408163e+03,-0.650002,-0.592126,-7.951533,1.316831e+04,1.199580e+04,1.610891e+05,1.006086e+00
26448,1.408163e+03,7.150877,-2.838027,-2.193300,-1.448687e+05,5.749522e+04,4.443379e+04,1.006086e+00
26449,1.408195e+03,4.582158,0.643806,-6.526051,-9.283039e+04,-1.304293e+04,1.322119e+05,1.006086e+00
26450,1.408195e+03,-1.921230,-1.313629,-7.653970,3.892240e+04,2.661295e+04,1.550625e+05,1.006086e+00
26451,1.408307e+03,-4.268640,1.322327,6.635523,8.648225e+04,-2.679022e+04,-1.344351e+05,1.006086e+00
26452,1.408323e+03,3.597058,-6.466687,-3.040251,-7.287647e+04,1.310152e+05,6.159555e+04,1.006086e+00
26453,1.408395e+03,1.904733,-7.257586,-2.774786,-3.859092e+04,1.470426e+05,5.621866e+04,1.006086e+00
26454,1.408411e+03,-1.552179,-2.530041,-7.428972,3.144817e+04,5.126029e+04,1.505158e+05,1.006086e+00
26455,1.408524e+03,0.269211,0.137136,7.994293,-5.454606e+03,-2.778574e+03,-1.619760e+05,1.006086e+00
26456,1.408524e+03,-1.364922,-4.527890,6.452535,2.765531e+04,9.174166e+04,-1.307378e+05,1.006086e+00
26457,1.408539e+03,4.735104,4.288987,-4.814912,-9.594067e+04,-8.690162e+04,9.755771e+04,1.006086e+00
26458,1.408555e+03,0.612760,-1.877695,7.752341,-1.241554e+04,3.804526e+04,-1.570755e+05,1.006086e+00
26459,1.408611e+03,3.177327,-5.875126,-4.403123,-6.437929e+04,1.190423e+05,8.921649e+04,1.006086e+00
26460,1.408668e+03,-4.053132,2.929636,-6.244145,8.212658e+04,-5.936175e+04,1.265220e+05,1.006086e+00
26461,1.408668e+03,-1.205146,-5.389596,-5.787908,2.441927e+04,1.092067e+05,1.172775e+05,1.006086e+00
26462,1.408684e+03,-3.121794,5.931821,-4.366681,6.325569e+04,-1.201942e+05,8.848036e+04,1.006086e+00
26463,1.408756e+03,-4.297780,6.733411,-0.436185,8.708647e+04,-1.364400e+05,8.838467e+03,1.006086e+00
26464,1.408812e+03,3.159532,5.345848,5.043736,-6.402328e+04,-1.083258e+05,-1.022039e+05,1.006086e+00
26465,1.408828e+03,-0.013084,-0.029484,7.999935,2.651277e+02,5.974508e+02,-1.621079e+05,1.006086e+00
26466,1.408956e+03,-3.033142,-4.946391,-5.507565,6.146531e+04,1.002365e+05,1.116084e+05,1.006086e+00
26467,1.409028e+03,3.417564,-0.094455,-7.232657,-6.925724e+04,1.914145e+03,1.465704e+05,1.006086e+00
26468,1.409044e+03,6.004983,-1.883171,4.939013,-1.216922e+05,3.816283e+04,-1.000901e+05,1.006086e+00
26469,1.409100e+03,-7.501920,2.775472,0.133971,1.520309e+05,-5.624662e+04,-2.715003e+03,1.006086e+00
26470,1.409116e+03,-1.417318,-3.909450,6.834282,2.872297e+04,7.922782e+04,-1.385016e+05,1.006086e+00
26471,1.409156e+03,3.812762,-7.021701,0.398193,-7.726946e+04,1.423019e+05,-8.069782e+03,1.006086e+00
26472,1.409172e+03,7.331186,-3.160991,-0.511713,-1.485747e+05,6.406103e+04,1.037044e+04,1.006086e+00
26473,1.409228e+03,-2.533688,6.486771,-3.937287,5.134906e+04,-1.314643e+05,7.979514e+04,1.006086e+00
26474,1.409228e+03,-4.015382,2.623408,6.402690,8.137784e+04,-5.316736e+04,-1.297603e+05,1.006086e+00
26475,1.409244e+03,5.490364,1.517444,5.617229,-1.112712e+05,-3.075349e+04,-1.138424e+05,1.006086e+00
26476,1.409300e+03,1.157423,3.853542,-6.914520,-2.345755e+04,-7.809990e+04,1.401369e+05,1.006086e+00
26477,1.409460e+03,-6.291785,4.914195,0.513943,1.275231e+05,-9.960185e+04,-1.041671e+04,1.006086e+00
26478,1.409500e+03,-7.774173,0.108099,1.884291,1.575707e+05,-2.191012e+03,-3.819172e+04,1.006086e+00
26479,1.409516e+03,-3.076724,-1.788479,7.164853,6.236088e+04,3.624996e+04,-1.452215e+05,1.006086e+00
26480,1.409588e+03,0.625871,-0.657648,7.948320,-1.268585e+04,1.332994e+04,-1.611054e+05,1.006086e+00
26481,1.409732e+03,6.697214,-1.045373,-4.249061,-1.357535e+05,2.118987e+04,8.612912e+04,1.006086e+00
26482,1.409892e+03,-7.066588,-3.616824,0.990916,1.432489e+05,7.331773e+04,-2.008716e+04,1.006086e+00
26483,1.410021e+03,0.336180,-6.211098,5.030829,-6.815107e+03,1.259128e+05,-1.019861e+05,1.006086e+00
26484,1.410021e+03,2.794148,3.880908,-6.413368,-5.664360e+04,-7.867464e+04,1.300132e+05,1.006086e+00
26485,1.410036e+03,1.646039,3.250983,7.121914,-3.336905e+04,-6.590503e+04,-1.443779e+05,1.006086e+00
26486,1.410036e+03,-2.095352,7.040987,3.167649,4.247768e+04,-1.427373e+05,-6.421566e+04,1.006086e+00
26487,1.410077e+03,1.189557,-4.499674,6.506757,-2.411545e+04,9.122022e+04,-1.319091e+05,1.006086e+00
26488,1.410077e+03,-6.214774,4.290152,2.640298,1.259898e+05,-8.697266e+04,-5.352578e+04,1.006086e+00
26489,1.410109e+03,5.200456,-3.854901,4.700531,-1.054281e+05,7.814986e+04,-9.529319e+04,1.006086e+00
26490,1.410149e+03,-3.173675,-1.626981,7.161056,6.434037e+04,3.298403e+04,-1.451771e+05,1.006086e+00
26491,1.410421e+03,5.487096,1.540235,-5.614218,-1.112514e+05,-3.122843e+04,1.138289e+05,1.006086e+00
26492,1.410453e+03,-7.314131,-2.879846,-1.486601,1.482964e+05,5.838983e+04,3.014132e+04,1.006086e+00
26493,1.410509e+03,5.342500,-3.240446,-4.995719,-1.083231e+05,6.570242e+04,1.012919e+05,1.006086e+00
26494,1.410525e+03,-2.544102,7.552585,-0.697136,5.158384e+04,-1.531351e+05,1.413502e+04,1.006086e+00
26495,1.410525e+03,-3.726026,1.244360,-6.969096,7.554833e+04,-2.523046e+04,1.413043e+05,1.006086e+00
26496,1.410565e+03,2.091643,7.260709,-2.628144,-4.241044e+04,-1.472191e+05,5.328861e+04,1.006086e+00
26497,1.410597e+03,-6.152388,-0.113655,-5.112261,1.247481e+05,2.304521e+03,1.036581e+05,1.006086e+00
26498,1.410653e+03,-4.985586,-2.171602,5.867544,1.010916e+05,4.403308e+04,-1.189749e+05,1.006086e+00
26499,1.410725e+03,-3.195536,4.620794,5.695332,6.479681e+04,-9.369718e+04,-1.154859e+05,1.006086e+00
26500,1.410741e+03,-6.924557,-3.723585,-1.478320,1.404120e+05,7.550464e+04,2.997649e+04,1.006086e+00
26501,1.410869e+03,7.028170,3.581447,1.333439,-1.425195e+05,-7.262574e+04,-2.703991e+04,1.006086e+00
26502,1.410910e+03,-2.573564,6.699536,3.534541,5.218832e+04,-1.358573e+05,-7.167559e+04,1.006086e+00
26503,1.410942e+03,4.788152,-5.113904,-3.862847,-9.709818e+04,1.037041e+05,7.833408e+04,1.006086e+00
26504,1.410942e+03,-2.571076,-1.731708,-7.375009,5.213846e+04,3.511703e+04,1.495566e+05,1.006086e+00
26505,1.411070e+03,-0.384021,-0.564337,-7.970825,7.787846e+03,1.144462e+04,1.616465e+05,1.006086e+00
26506,1.411086e+03,-7.087238,1.030200,3.565074,1.437283e+05,-2.089234e+04,-7.229927e+04,1.006086e+00
26507,1.411126e+03,6.802478,4.189575,-0.416838,-1.379554e+05,-8.496529e+04,8.453555e+03,1.006086e+00
26508,1.411142e+03,-2.807529,5.366609,-5.226594,5.693748e+04,-1.088364e+05,1.059968e+05,1.006086e+00
26509,1.411158e+03,-2.453584,-4.879504,5.845543,4.975966e+04,9.895828e+04,-1.185499e+05,1.006086e+00
26510,1.411198e+03,-3.277056,-3.501902,6.402936,6.646094e+04,7.102097e+04,-1.298559e+05,1.006086e+00
26511,1.411230e+03,7.520766,0.600752,2.660295,-1.525280e+05,-1.218379e+04,-5.395323e+04,1.006086e+00
26512,1.411302e+03,-0.394827,1.098904,7.914324,8.007666e+03,-2.228734e+04,-1.605138e+05,1.006086e+00
26513,1.411342e+03,-1.744911,-7.716763,-1.186107,3.538981e+04,1.565093e+05,2.405629e+04,1.006086e+00
26514,1.411374e+03,3.665747,1.290448,-6.992642,-7.434851e+04,-2.617280e+04,1.418244e+05,1.006086e+00
26515,1.411430e+03,-0.205507,-0.166586,-7.995625,4.168163e+03,3.378758e+03,1.621701e+05,1.006086e+00
26516,1.411446e+03,0.094228,-7.357996,-3.138634,-1.911175e+03,1.492383e+05,6.365924e+04,1.006086e+00
26517,1.411486e+03,-5.050866,-2.907365,-5.480509,1.024455e+05,5.896939e+04,1.111598e+05,1.006086e+00
26518,1.411518e+03,1.808889,-3.773532,6.818238,-3.668968e+04,7.653850e+04,-1.382942e+05,1.006086e+00
26519,1.411559e+03,1.174737,2.421393,7.533714,-2.382752e+04,-4.911378e+04,-1.528084e+05,1.006086e+00
26520,1.411574e+03,3.729438,-6.311186,3.203157,-7.564566e+04,1.280123e+05,-6.497089e+04,1.006086e+00
26521,1.411615e+03,0.631352,0.733301,-7.941263,-1.280614e+04,-1.487404e+04,1.610781e+05,1.006086e+00
26522,1.411631e+03,1.954709,6.300340,-4.526017,-3.964892e+04,-1.277948e+05,9.180480e+04,1.006086e+00
26523,1.411687e+03,1.939648,-2.927200,7.188134,-3.934420e+04,5.937590e+04,-1.458055e+05,1.006086e+00
26524,1.411719e+03,-0.322042,0.174550,-7.991609,6.532442e+03,-3.540644e+03,1.621052e+05,1.006086e+00
26525,1.411975e+03,5.519636,3.626118,4.514963,-1.119728e+05,-7.356042e+04,-9.159175e+04,1.006086e+00
26526,1.411991e+03,6.740163,-1.845015,-3.894371,-1.367335e+05,3.742869e+04,7.900271e+04,1.006086e+00
26527,1.412007e+03,-1.119491,5.635124,-5.567057,2.271055e+04,-1.143169e+05,1.129361e+05,1.006086e+00
26528,1.412119e+03,2.804469,5.924076,-4.586969,-5.689511e+04,-1.201835e+05,9.305724e+04,1.006086e+00
26529,1.412192e+03,-3.896630,6.538485,-2.462617,7.905415e+04,-1.326516e+05,4.996114e+04,1.006086e+00
26530,1.412264e+03,4.907805,-6.213240,1.144159,-9.957124e+04,1.260563e+05,-2.321310e+04,1.006086e+00
26531,1.412280e+03,4.750265,-4.189028,-4.887435,-9.637555e+04,8.498892e+04,9.915852e+04,1.006086e+00
26532,1.412296e+03,5.664062,5.166556,2.285847,-1.149157e+05,-1.048220e+05,-4.637658e+04,1.006086e+00
26533,1.412352e+03,-0.056107,0.348476,7.992210,1.138352e+03,-7.070216e+03,-1.621537e+05,1.006086e+00
26534,1.412392e+03,6.518266,2.422987,-3.954913,-1.322508e+05,-4.916063e+04,8.024228e+04,1.006086e+00
26535,1.412424e+03,-6.571611,-3.000510,3.436695,1.333347e+05,6.087882e+04,-6.972881e+04,1.006086e+00
26536,1.412464e+03,-1.582815,-7.388048,-2.628962,3.211498e+04,1.499019e+05,5.334106e+04,1.006086e+00
26537,1.412480e+03,3.601274,4.397534,5.629611,-7.306947e+04,-8.922551e+04,-1.142242e+05,1.006086e+00
26538,1.412496e+03,-4.595747,-3.831052,-5.310570,9.324775e+04,7.773210e+04,1.077515e+05,1.006086e+00
26539,1.412552e+03,-1.871376,-6.642533,4.046568,3.797100e+04,1.347797e+05,-8.210653e+04,1.006086e+00
26540,1.412608e+03,-3.955018,2.922671,-6.309978,8.025055e+04,-5.930338e+04,1.280346e+05,1.006086e+00
26541,1.412624e+03,3.686415,-5.171560,-4.864700,-7.480081e+04,1.049358e+05,9.870931e+04,1.006086e+00
26542,1.412753e+03,5.354262,4.094466,-4.308970,-1.086479e+05,-8.308432e+04,8.743700e+04,1.006086e+00
26543,1.412769e+03,4.271148,-0.640482,-6.734024,-8.667000e+04,1.299664e+04,1.366466e+05,1.006086e+00
26544,1.412841e+03,-4.662241,-0.440565,6.486093,9.460847e+04,8.940159e+03,-1.316190e+05,1.006086e+00
26545,1.412897e+03,-0.853609,-2.299189,-7.614794,1.732220e+04,4.665718e+04,1.545262e+05,1.006086e+00
26546,1.412913e+03,-7.455876,2.804854,-0.736684,1.513021e+05,-5.691892e+04,1.494952e+04,1.006086e+00
26547,1.413001e+03,-6.953794,-2.995736,2.582695,1.411178e+05,6.079439e+04,-5.241227e+04,1.006086e+00
26548,1.413001e+03,6.367729,4.605201,1.498050,-1.292244e+05,-9.345629e+04,-3.040088e+04,1.006086e+00
26549,1.413097e+03,0.247938,1.926176,7.760694,-5.031742e+03,-3.909045e+04,-1.574981e+05,1.006086e+00
26550,1.413113e+03,-1.471056,-0.871917,7.815098,2.985427e+04,1.769507e+04,-1.586031e+05,1.006086e+00
26551,1.413113e+03,0.003610,0.004659,7.999998,-7.326098e+01,-9.454456e+01,-1.623555e+05,1.006086e+00
26552,1.413169e+03,1.139581,0.471432,-7.904373,-2.312763e+04,-9.567644e+03,1.604180e+05,1.006086e+00
26553,1.413185e+03,1.072895,-0.729440,7.894100,-2.177437e+04,1.480395e+04,-1.602105e+05,1.006086e+00
26554,1.413201e+03,-5.871513,-0.664046,-5.392993,1.191628e+05,1.347687e+04,1.094512e+05,1.006086e+00
26555,1.413330e+03,6.236285,-4.992113,0.433074,-1.265716e+05,1.013199e+05,-8.789668e+03,1.006086e+00
26556,1.413346e+03,-3.897356,-6.883812,-1.193209,7.910118e+04,1.397146e+05,2.421750e+04,1.006086e+00
26557,1.413402e+03,-1.257507,1.241243,7.802435,2.552301e+04,-2.519290e+04,-1.583623e+05,1.006086e+00
26558,1.413458e+03,2.482432,-3.523929,-6.739396,-5.038573e+04,7.152491e+04,1.367890e+05,1.006086e+00
26559,1.413562e+03,4.825558,-1.176757,6.271303,-9.794756e+04,2.388541e+04,-1.272928e+05,1.006086e+00
26560,1.413690e+03,-0.569046,3.630911,-7.105819,1.155083e+04,-7.370237e+04,1.442381e+05,1.006086e+00
26561,1.413706e+03,-0.149673,-0.519271,-7.981726,3.038160e+03,1.054052e+04,1.620187e+05,1.006086e+00
26562,1.413803e+03,-5.070116,-5.991951,1.546106,1.029203e+05,1.216330e+05,-3.138501e+04,1.006086e+00
26563,1.413803e+03,-2.490167,7.302057,-2.116372,5.054888e+04,-1.482273e+05,4.296107e+04,1.006086e+00
26564,1.413875e+03,2.603816,-1.255763,7.459437,-5.285724e+04,2.549188e+04,-1.514259e+05,1.006086e+00
26565,1.413907e+03,0.476318,0.550329,7.966822,-9.669315e+03,-1.117175e+04,-1.617276e+05,1.006086e+00
26566,1.414019e+03,-2.478345,-0.772594,7.567093,5.031277e+04,1.568439e+04,-1.536192e+05,1.006086e+00
26567,1.414035e+03,-3.334940,-4.493312,5.717370,6.770283e+04,9.121902e+04,-1.160687e+05,1.006086e+00
26568,1.414051e+03,0.842344,-7.866755,1.185166,-1.710057e+04,1.597044e+05,-2.406027e+04,1.006086e+00
26569,1.414107e+03,-0.475754,-1.709223,7.800783,9.658568e+03,3.469993e+04,-1.583682e+05,1.006086e+00
26570,1.414123e+03,7.834941,0.744010,-1.435322,-1.590626e+05,-1.510466e+04,2.913946e+04,1.006086e+00
26571,1.414164e+03,-2.768044,2.212312,7.172420,5.619679e+04,-4.491433e+04,-1.456144e+05,1.006086e+00
26572,1.414236e+03,-0.140058,-6.507583,-4.650995,2.843520e+03,1.321202e+05,9.442684e+04,1.006086e+00
26573,1.414252e+03,-0.806529,-7.737044,1.867530,1.637465e+04,1.570822e+05,-3.791575e+04,1.006086e+00
26574,1.414268e+03,3.804162,-0.664027,7.006242,-7.723488e+04,1.348156e+04,-1.422459e+05,1.006086e+00
26575,1.414340e+03,-1.707746,1.281835,7.709767,3.467279e+04,-2.602541e+04,-1.565333e+05,1.006086e+00
26576,1.414396e+03,-4.357364,-3.643473,5.633692,8.847041e+04,7.397582e+04,-1.143845e+05,1.006086e+00
26577,1.414452e+03,0.664231,-7.391643,-2.987040,-1.348658e+04,1.500804e+05,6.064904e+04,1.006086e+00
26578,1.414509e+03,5.466106,2.697034,5.181476,-1.109863e+05,-5.476183e+04,-1.052071e+05,1.006086e+00
26579,1.414525e+03,-4.736637,-4.192229,-4.897906,9.617541e+04,8.512142e+04,9.944991e+04,1.006086e+00
26580,1.414581e+03,-0.127983,0.150154,-7.997567,2.598702e+03,-3.048873e+03,1.623904e+05,1.006086e+00
26581,1.414613e+03,2.128876,-3.686551,-6.773273,-4.322726e+04,7.485620e+04,1.375327e+05,1.006086e+00
26582,1.414669e+03,-4.365756,-5.901540,-3.179936,8.864935e+04,1.198344e+05,6.457055e+04,1.006086e+00
26583,1.414685e+03,-3.717744,3.948310,-5.881261,7.549149e+04,-8.017330e+04,1.194233e+05,1.006086e+00
26584,1.414685e+03,0.146612,0.406358,7.988328,-2.977073e+03,-8.251389e+03,-1.622088e+05,1.006086e+00
26585,1.414725e+03,-2.990786,-7.419897,-0.018077,6.073095e+04,1.506685e+05,3.670716e+02,1.006086e+00
26586,1.414757e+03,6.567751,-1.473587,-4.323561,-1.333664e+05,2.992301e+04,8.779529e+04,1.006086e+00
26587,1.414797e+03,-3.030789,-7.335365,1.003367,6.154481e+04,1.489558e+05,-2.037491e+04,1.006086e+00
26588,1.414797e+03,-4.335233,-1.381835,-6.579991,8.803356e+04,2.806028e+04,1.336168e+05,1.006086e+00
26589,1.414813e+03,3.312611,3.699804,6.272006,-6.726802e+04,-7.513061e+04,-1.273634e+05,1.006086e+00
26590,1.414829e+03,5.090740,5.418973,-2.952812,-1.033764e+05,-1.100418e+05,5.996205e+04,1.006086e+00
26591,1.414885e+03,-1.370613,-2.210709,7.565328,2.783326e+04,4.489324e+04,-1.536304e+05,1.006086e+00
26592,1.414958e+03,-4.866454,0.606926,6.320543,9.882642e+04,-1.232525e+04,-1.283556e+05,1.006086e+00
26593,1.415014e+03,-5.187041,-1.470465,5.910359,1.053389e+05,2.986233e+04,-1.200281e+05,1.006086e+00
26594,1.415158e+03,-0.442019,7.748221,-1.941570,8.977025e+03,-1.573596e+05,3.943158e+04,1.006086e+00
26595,1.415158e+03,-0.508760,3.793851,7.024803,1.033247e+04,-7.704979e+04,-1.426676e+05,1.006086e+00
26596,1.415174e+03,-4.800286,-6.262242,-1.319690,9.749015e+04,1.271814e+05,2.680190e+04,1.006086e+00
26597,1.415190e+03,1.298003,7.823040,1.056046,-2.636161e+04,-1.588809e+05,-2.144761e+04,1.006086e+00
26598,1.415230e+03,1.536217,6.274624,-4.719018,-3.120002e+04,-1.274354e+05,9.584157e+04,1.006086e+00
26599,1.415246e+03,-5.988083,-0.676057,5.261731,1.216165e+05,1.373056e+04,-1.068645e+05,1.006086e+00
26600,1.415246e+03,0.117906,5.676499,5.635907,-2.394640e+03,-1.152883e+05,-1.144639e+05,1.006086e+00
26601,1.415287e+03,2.336059,-4.963890,-5.822596,-4.744547e+04,1.008168e+05,1.182572e+05,1.006086e+00
26602,1.415319e+03,-2.746826,-2.873610,6.942428,5.578878e+04,5.836382e+04,-1.410026e+05,1.006086e+00
26603,1.415319e+03,-0.868695,0.394226,7.942919,1.764343e+04,-8.006829e+03,-1.613229e+05,1.006086e+00
26604,1.415431e+03,-1.602044,5.987168,-5.058386,3.253924e+04,-1.216059e+05,1.027413e+05,1.006086e+00
26605,1.415503e+03,2.189381,-7.300923,-2.429637,-4.446983e+04,1.482934e+05,4.934980e+04,1.006086e+00
26606,1.415535e+03,-7.340903,-2.243173,-2.253736,1.491072e+05,4.556294e+04,4.577749e+04,1.006086e+00
26607,1.415575e+03,2.090693,7.659571,0.979786,-4.246640e+04,-1.555821e+05,-1.990153e+04,1.006086e+00
26608,1.415591e+03,6.920046,-1.137611,-3.849519,-1.405616e+05,2.310743e+04,7.819232e+04,1.006086e+00
26609,1.415664e+03,-3.628773,6.562213,2.787357,7.371036e+04,-1.332966e+05,-5.661889e+04,1.006086e+00
26610,1.415736e+03,2.923211,2.012596,7.169679,-5.937996e+04,-4.088240e+04,-1.456396e+05,1.006086e+00
26611,1.415752e+03,-3.717551,3.995838,5.849196,7.551603e+04,-8.116899e+04,-1.188170e+05,1.006086e+00
26612,1.415752e+03,5.358089,-5.140372,2.977827,-1.088409e+05,1.044183e+05,-6.048974e+04,1.006086e+00
26613,1.415792e+03,5.054685,6.078456,1.225779,-1.026792e+05,-1.234758e+05,-2.490007e+04,1.006086e+00
26614,1.415880e+03,6.792383,-2.215397,-3.599383,-1.379825e+05,4.500424e+04,7.311895e+04,1.006086e+00
26615,1.415896e+03,1.268633,-3.266773,7.191576,-2.577154e+04,6.636259e+04,-1.460927e+05,1.006086e+00
26616,1.415952e+03,0.009573,-0.101743,-7.999347,-1.944692e+02,2.066892e+03,1.625053e+05,1.006086e+00
26617,1.416065e+03,-6.437022,4.206929,-2.206014,1.307722e+05,-8.546641e+04,4.481656e+04,1.006086e+00
26618,1.416169e+03,6.549634,1.878420,4.192116,-1.330648e+05,-3.816269e+04,-8.516860e+04,1.006086e+00
26619,1.416209e+03,-5.414682,4.846935,-3.344912,1.100083e+05,-9.847355e+04,6.795747e+04,1.006086e+00
26620,1.416225e+03,-0.542429,-1.607719,-7.817993,1.102040e+04,3.266366e+04,1.588364e+05,1.006086e+00
26621,1.416241e+03,-6.149482,4.097934,-3.064442,1.249384e+05,-8.325730e+04,6.225993e+04,1.006086e+00
26622,1.416298e+03,-2.175329,-2.921075,-7.122869,4.419681e+04,5.934836e+04,1.447174e+05,1.006086e+00
26623,1.416314e+03,-0.033882,0.092898,-7.999389,6.883925e+02,-1.887437e+03,1.625269e+05,1.006086e+00
26624,1.416354e+03,0.957748,-7.670468,-2.060739,-1.945924e+04,1.558463e+05,4.186948e+04,1.006086e+00
26625,1.416370e+03,-5.580447,-0.212581,-5.728299,1.133825e+05,4.319184e+03,1.163865e+05,1.006086e+00
26626,1.416530e+03,-0.909039,5.176469,-6.031402,1.847073e+04,-1.051805e+05,1.225519e+05,1.006086e+00
26627,1.416602e+03,0.171359,2.484428,-7.602516,-3.481929e+03,-5.048229e+04,1.544792e+05,1.006086e+00
26628,1.416731e+03,3.179775,3.393971,-6.509224,-6.461432e+04,-6.896687e+04,1.322701e+05,1.006086e+00
26629,1.416787e+03,3.455956,3.531753,6.291509,-7.022783e+04,-7.176809e+04,-1.278486e+05,1.006086e+00
26630,1.416787e+03,-2.960691,-3.272465,-6.672727,6.016364e+04,6.649914e+04,1.355952e+05,1.006086e+00
26631,1.416844e+03,4.173660,0.523900,6.804858,-8.481383e+04,-1.064628e+04,-1.382830e+05,1.006086e+00
26632,1.416859e+03,-7.470769,1.085917,-2.647338,1.518159e+05,-2.206727e+04,5.379743e+04,1.006086e+00
26633,1.417004e+03,-3.753522,2.955074,6.417056,7.628044e+04,-6.005408e+04,-1.304097e+05,1.006086e+00
26634,1.417020e+03,2.212134,5.895575,4.934436,-4.495605e+04,-1.198127e+05,-1.002800e+05,1.006086e+00
26635,1.417020e+03,-2.615478,-3.375128,-6.765189,5.315300e+04,6.859097e+04,1.374854e+05,1.006086e+00
26636,1.417092e+03,6.191921,-2.319062,-4.503562,-1.258384e+05,4.713029e+04,9.152587e+04,1.006086e+00
26637,1.417164e+03,-0.077788,-1.422357,7.872157,1.580920e+03,2.890730e+04,-1.599899e+05,1.006086e+00
26638,1.417205e+03,-5.156751,-0.524987,6.093629,1.048048e+05,1.066973e+04,-1.238457e+05,1.006086e+00
26639,1.417277e+03,-3.940717,4.661294,-5.171372,8.009240e+04,-9.473763e+04,1.051046e+05,1.006086e+00
26640,1.417277e+03,-0.148487,7.061619,-3.756526,3.017901e+03,-1.435226e+05,7.634883e+04,1.006086e+00
26641,1.417293e+03,-3.966108,6.815513,-1.348617,8.060891e+04,-1.385215e+05,2.740987e+04,1.006086e+00
26642,1.417293e+03,3.994711,-6.533992,-2.312839,-8.119026e+04,1.327997e+05,4.700714e+04,1.006086e+00
26643,1.417349e+03,-3.753298,-2.382977,6.650878,7.628518e+04,4.843363e+04,-1.351780e+05,1.006086e+00
26644,1.417349e+03,2.165993,-6.115148,4.681179,-4.402346e+04,1.242894e+05,-9.514421e+04,1.006086e+00
26645,1.417365e+03,5.754445,-1.714895,5.286350,-1.169588e+05,3.485515e+04,-1.074448e+05,1.006086e+00
26646,1.417381e+03,-0.589188,6.834183,-4.116649,1.197528e+04,-1.389052e+05,8.367118e+04,1.006086e+00
26647,1.417421e+03,-6.327797,0.045935,-4.894576,1.286147e+05,-9.336438e+02,9.948400e+04,1.006086e+00
26648,1.417566e+03,2.006635,6.080536,-4.795884,-4.078766e+04,-1.235954e+05,9.748301e+04,1.006086e+00
26649,1.417566e+03,0.884871,4.156609,6.777876,-1.798624e+04,-8.448888e+04,-1.377698e+05,1.006086e+00
26650,1.417638e+03,-7.063282,-2.849800,2.447179,1.435747e+05,5.792764e+04,-4.974359e+04,1.006086e+00
26651,1.417654e+03,0.828133,0.244430,7.953267,-1.683347e+04,-4.968527e+03,-1.616663e+05,1.006086e+00
26652,1.417767e+03,5.088204,3.828300,-4.842964,-1.034322e+05,-7.782103e+04,9.844696e+04,1.006086e+00
26653,1.417783e+03,-0.574618,0.161002,7.977712,1.168079e+04,-3.272847e+03,-1.621705e+05,1.006086e+00
26654,1.417911e+03,-7.871993,0.280448,1.397526,1.600287e+05,-5.701184e+03,-2.841013e+04,1.006086e+00
26655,1.417984e+03,-5.148292,5.643067,2.377159,1.046616e+05,-1.147201e+05,-4.832618e+04,1.006086e+00
26656,1.418000e+03,0.275231,0.110757,-7.994497,-5.595308e+03,-2.251635e+03,1.625241e+05,1.006086e+00
26657,1.418000e+03,-2.167286,-3.135615,-7.033547,4.405984e+04,6.374550e+04,1.429885e+05,1.006086e+00
26658,1.418015e+03,2.756479,6.118098,4.355537,-5.603815e+04,-1.243786e+05,-8.854638e+04,1.006086e+00
26659,1.418088e+03,-4.798931,-3.113969,-5.592267,9.756291e+04,6.330741e+04,1.136915e+05,1.006086e+00
26660,1.418128e+03,-7.172887,-0.418598,-3.517736,1.458278e+05,8.510267e+03,7.151706e+04,1.006086e+00
26661,1.418273e+03,3.895814,-3.170845,-6.226426,-7.920757e+04,6.446791e+04,1.265923e+05,1.006086e+00
26662,1.418289e+03,-2.482353,5.848442,4.861445,5.047015e+04,-1.189080e+05,-9.884082e+04,1.006086e+00
26663,1.418289e+03,-0.666878,6.472584,4.654130,1.355868e+04,-1.315978e+05,-9.462578e+04,1.006086e+00
26664,1.418473e+03,-7.483240,-2.828625,-0.001381,1.521560e+05,5.751415e+04,2.807705e+01,1.006086e+00
26665,1.418489e+03,-2.187682,-1.164558,-7.606435,4.448217e+04,2.367897e+04,1.546617e+05,1.006086e+00
